"year","state","population","violent.crime.total","murder.and.nonnegligent.manslaughter.total","legacy.rape.total","revised.rape.total","robbery.total","aggravated.assault.total","property.crime.total","burglary.total","larceny.theft.total","motor.vehicle.theft.total","violent.nr.crime.total","aggregate.crime.total","violent.crime.rate","murder.and.nonnegligent.manslaughter.rate","legacy.rape.rate","revised.rape.rate","robbery.rate","aggravated.assault.rate","property.crime.rate","burglary.rate","larceny.theft.rate","motor.vehicle.theft.rate","violent.nr.crime.rate","aggregate.crime.rate","violent.crime.rate.chg","murder.and.nonnegligent.manslaughter.rate.chg","legacy.rape.rate.chg","revised.rape.rate.chg","robbery.rate.chg","aggravated.assault.rate.chg","property.crime.rate.chg","burglary.rate.chg","larceny.theft.rate.chg","motor.vehicle.theft.rate.chg","violent.nr.crime.rate.chg","aggregate.crime.rate.chg"
2005,"Ex-California",260352914,1200567,14237,84955,NA,353816,747559,8974223,1904927,6090980,978316,1115612,10089835,461.130617497141,5.46834670726981,32.630708331538,NA,135.898613372155,287.132949086178,3446.94547955012,731.671088574795,2339.50905577343,375.765335201894,428.499909165603,3875.44538871572,6.96236112346878,0.132733784126732,-0.522546902013275,NA,4.13659089341513,3.21558334794025,-79.6914159789712,-4.72688801308163,-68.5768662436822,-6.38766172220767,7.48490802548213,-72.2065079534891
2006,"Ex-California",262940935,1240640,14823,85237,NA,378104,762476,8859613,1947763,5957260,954590,1155403,10015016,471.832200642323,5.63738772739969,32.416785921903,NA,143.798073890625,289.979953102395,3369.43085716189,740.760657902125,2265.62668912697,363.043510132798,439.41541472042,3808.84627188231,10.7015831451822,0.169041020129881,-0.213922409635053,NA,7.8994605184696,2.84700401621774,-77.5146223882211,9.08956932733042,-73.8823666464555,-12.721825069096,10.9155055548172,-66.599116833404
2007,"Ex-California",265067942,1231409,14866,83114,NA,376618,756811,8769702,1952348,5937016,880338,1148295,9917997,464.563534431485,5.60837341846492,31.3557344478873,NA,142.083571916818,285.515854648315,3308.47326682757,736.546254997521,2239.8091429706,332.117868859449,433.207799983598,3741.68106681117,-7.26866621083747,-0.0290143089347756,-1.06105147401563,NA,-1.7145019738067,-4.46409845408039,-60.9575903343275,-4.21440290460487,-25.8175461563733,-30.9256412733496,-6.20761473682188,-67.1652050711491
2008,"Ex-California",267303058,1209132,14323,81847,NA,374175,738787,8693156,1991076,5935550,766530,1127285,9820441,452.344993374524,5.35833750169817,30.6195524332535,NA,139.981563547994,276.385539891579,3252.17229650998,744.875877925796,2220.5320224956,286.764396088577,421.725440941271,3673.89773745125,-12.2185410569615,-0.250035916766749,-0.736182014633833,NA,-2.10200836882467,-9.13031475673625,-56.3009703175881,8.32962292827551,-19.2771204749924,-45.3534727708714,-11.4823590423276,-67.7833293599165
2009,"Ex-California",270044886,1150962,13427,80528,NA,344649,712358,8327627,1973115,5722693,631819,1070434,9398061,426.211366950308,4.97213637291395,29.8202277379917,NA,127.626560571119,263.792442268283,3083.79363273704,730.661864857533,2119.16362674611,233.968141133397,396.391139212316,3480.18477194936,-26.1336264242163,-0.38620112878422,-0.799324695261824,NA,-12.3550029768743,-12.593097623296,-168.378663772939,-14.2140130682628,-101.368395749495,-52.7962549551809,-25.3343017289545,-193.712965501892
2010,"Ex-California",271992021,1087115,12913,77262,NA,310973,685967,8130686,1939602,5604043,587041,1009853,9140539,399.686356975891,4.74756573833466,28.4059803357246,NA,114.331662692414,252.201148209418,2989.31048422189,713.109889352232,2060.3703665263,215.830228343353,371.280376640166,3360.59086086205,-26.5250099744168,-0.22457063457929,-1.41424740226705,NA,-13.2948978787052,-11.5912940588653,-94.4831485151522,-17.5519755053011,-58.7932602198071,-18.1379127900439,-25.1107625721497,-119.593911087302
2011,"Ex-California",273903883,1051088,12869,76510,NA,300481,661228,8078921,1955065,5554190,569666,974578,9053499,383.743373218261,4.69836347665068,27.9331563912148,NA,109.703081500309,241.408771850087,2949.54599091974,713.777759769839,2027.78797407556,207.98025707434,355.810216827047,3305.35620774679,-15.9429837576294,-0.0492022616839796,-0.47282394450983,NA,-4.62858119210541,-10.7923763593303,-39.7644933021465,0.667870417606537,-32.5823924507404,-7.84997126901254,-15.4701598131197,-55.2346531152666
2012,"Ex-California",275873807,1056123,12982,77304,NA,298530,667307,7952527,1864165,5533784,554578,978819,8931346,382.828298012359,4.70577476751898,28.0215076743404,NA,108.212520516672,241.888495053827,2882.66837887948,675.731059890002,2005.91134771994,201.025971269538,354.806790338019,3237.4751692175,-0.91507520590244,0.00741129086830039,0.088351283125597,NA,-1.49056098363631,0.479723203740036,-66.8776120402636,-38.0466998798362,-21.8766263556251,-6.95428580480248,-1.00342648902802,-67.8810385292918
2013,"Ex-California",278066138,1044945,12573,74645,103371,291455,637546,7631854,1699777,5397075,535002,941574,8573428,375.790093506459,4.52158615588066,26.8443329838314,37.1749687838654,104.814991892325,229.278546674389,2744.61826056648,611.285146845173,1940.93212457246,192.400989148848,338.615124722594,3083.23338528908,-7.03820450589973,-0.18418861163832,-1.17717469050904,NA,-3.39752862434777,-12.6099483794386,-138.050118312994,-64.4459130448299,-64.9792231474735,-8.62498212068999,-16.1916656154247,-154.241783928418
2014,"Ex-California",280054556,1044278,12550,75643,105118,277122,649488,7330637,1527136,5265826,537675,939160,8269797,372.883774831358,4.4812697137482,27.0100944188889,37.5348294637278,98.9528625986717,231.914813055211,2617.57462713801,545.299466579647,1880.28578260302,191.989377955344,335.34894536763,2952.92357250564,-2.90631867510103,-0.0403164421324531,0.165761435057519,0.359860679862408,-5.8621292936529,2.63626638082192,-127.043633428478,-65.9856802655252,-60.6463419694489,-0.411611193503944,-3.26617935496347,-130.309812783441
2015,"Ex-California",281902678,1067300,14022,81920,113323,275247,664708,6999201,1390160,5066971,542070,953977,7953178,378.605839281882,4.9740570396426,29.0596742752476,40.1993343248765,97.6390156889535,235.793432228409,2482.84303280014,493.134726446267,1797.41854030915,192.28976604472,338.406504957005,2821.24953775714,5.72206445052331,0.492787325894393,2.0495798563587,2.6645048611487,-1.31384690971818,3.87861917319842,-134.731594337871,-52.1647401333807,-82.8672422938666,0.300388089376071,3.05755958937459,-131.674034748497
2016,"Ex-California",284109459,1110810,15483,NA,118712,278008,698607,6926460,1328101,5007825,590534,992098,7918558,390.979590721758,5.44966016073404,NA,41.7838956921177,97.8524266592616,245.893608209644,2437.95473208796,467.46102881425,1762.63930726784,207.854396005872,349.19569502964,2787.1504271176,12.3737514398762,0.47560312109144,NA,1.58456136724126,0.213410970308161,10.1001759812353,-44.8883007121763,-25.6736976320167,-34.7792330413117,15.564629961152,10.7891900726349,-34.0991106395413
2017,"Ex-California",286182525,1105593,15454,NA,121034,262734,706371,6706972,1225150,4877074,604748,984559,7691531,386.324427041798,5.40005019523816,NA,42.2925893186525,91.8064441565745,246.825343371333,2343.59942138326,428.100912171349,1704.18302095839,211.315488253519,344.031837723145,2687.6312591064,-4.6551636799598,-0.0496099654958746,NA,0.508693626534757,-6.0459825026871,0.93173516168838,-94.3553107047005,-39.3601166429006,-58.456286309447,3.46109224764751,-5.16385730649461,-99.5191680111948
