"city","county","year","TOTAL_POP"
"El Paso De Robles","San Luis Obispo County",1991,20364
"El Paso De Robles","San Luis Obispo County",1992,20747
"El Paso De Robles","San Luis Obispo County",1993,20988
"El Paso De Robles","San Luis Obispo County",1994,21653
"El Paso De Robles","San Luis Obispo County",1995,22050
"El Paso De Robles","San Luis Obispo County",1996,22577
"El Paso De Robles","San Luis Obispo County",1997,22963
"El Paso De Robles","San Luis Obispo County",1998,23565
"El Paso De Robles","San Luis Obispo County",1999,24297
"El Paso De Robles","San Luis Obispo County",2000,24978
"El Paso De Robles","San Luis Obispo County",2001,25735
"El Paso De Robles","San Luis Obispo County",2002,26713
"El Paso De Robles","San Luis Obispo County",2003,27139
"El Paso De Robles","San Luis Obispo County",2004,27863
"El Paso De Robles","San Luis Obispo County",2005,28783
"El Paso De Robles","San Luis Obispo County",2006,29391
"El Paso De Robles","San Luis Obispo County",2007,29602
"El Paso De Robles","San Luis Obispo County",2008,29739
"El Paso De Robles","San Luis Obispo County",2009,29793
"El Paso De Robles","San Luis Obispo County",2010,30129
"El Paso De Robles","San Luis Obispo County",2011,30505
"El Paso De Robles","San Luis Obispo County",2012,30930
"El Paso De Robles","San Luis Obispo County",2013,31160
"El Paso De Robles","San Luis Obispo County",2014,31314
"El Paso De Robles","San Luis Obispo County",2015,31349
"El Paso De Robles","San Luis Obispo County",2016,31562
"El Paso De Robles","San Luis Obispo County",2017,31559
"Grover Beach","San Luis Obispo County",1980,8950
"Grover Beach","San Luis Obispo County",1981,9075
"Grover Beach","San Luis Obispo County",1982,9300
"Grover Beach","San Luis Obispo County",1983,9750
"Grover Beach","San Luis Obispo County",1984,9975
"Grover Beach","San Luis Obispo County",1985,10250
"Grover Beach","San Luis Obispo County",1986,10750
"Grover Beach","San Luis Obispo County",1987,10950
"Grover Beach","San Luis Obispo County",1988,11400
"Grover Beach","San Luis Obispo County",1989,11700
"Grover Beach","San Luis Obispo County",1990,11659
"Grover Beach","San Luis Obispo County",1991,11892
"Grover Beach","San Luis Obispo County",1992,12064
"Grover Beach","San Luis Obispo County",1993,12303
"Grover Beach","San Luis Obispo County",1994,12164
"Grover Beach","San Luis Obispo County",1995,12224
"Grover Beach","San Luis Obispo County",1996,12452
"Grover Beach","San Luis Obispo County",1997,12673
"Grover Beach","San Luis Obispo County",1998,12880
"Grover Beach","San Luis Obispo County",1999,13067
"Grover Beach","San Luis Obispo County",2000,13123
"Grover Beach","San Luis Obispo County",2001,13097
"Grover Beach","San Luis Obispo County",2002,13027
"Grover Beach","San Luis Obispo County",2003,13220
"Grover Beach","San Luis Obispo County",2004,13186
"Grover Beach","San Luis Obispo County",2005,13134
"Grover Beach","San Luis Obispo County",2006,13036
"Grover Beach","San Luis Obispo County",2007,13072
"Grover Beach","San Luis Obispo County",2008,13168
"Grover Beach","San Luis Obispo County",2009,13156
"Grover Beach","San Luis Obispo County",2010,13205
"Grover Beach","San Luis Obispo County",2011,13227
"Grover Beach","San Luis Obispo County",2012,13345
"Grover Beach","San Luis Obispo County",2013,13407
"Grover Beach","San Luis Obispo County",2014,13489
"Grover Beach","San Luis Obispo County",2015,13565
"Grover Beach","San Luis Obispo County",2016,13593
"Grover Beach","San Luis Obispo County",2017,13560
"Incorporated","San Luis Obispo County",1980,96200
"Incorporated","San Luis Obispo County",1981,98600
"Incorporated","San Luis Obispo County",1982,100800
"Incorporated","San Luis Obispo County",1983,104100
"Incorporated","San Luis Obispo County",1984,107100
"Incorporated","San Luis Obispo County",1985,111000
"Incorporated","San Luis Obispo County",1986,114300
"Incorporated","San Luis Obispo County",1987,117500
"Incorporated","San Luis Obispo County",1988,121300
"Incorporated","San Luis Obispo County",1989,126000
"Incorporated","San Luis Obispo County",2000,143951
"Incorporated","San Luis Obispo County",2001,145365
"Incorporated","San Luis Obispo County",2002,146581
"Incorporated","San Luis Obispo County",2003,147611
"Incorporated","San Luis Obispo County",2004,148283
"Incorporated","San Luis Obispo County",2005,148806
"Incorporated","San Luis Obispo County",2006,149466
"Incorporated","San Luis Obispo County",2007,150644
"Incorporated","San Luis Obispo County",2008,151287
"Incorporated","San Luis Obispo County",2009,151519
"Incorporated","San Luis Obispo County",2010,152681
"Incorporated","San Luis Obispo County",2011,153274
"Incorporated","San Luis Obispo County",2012,154940
"Incorporated","San Luis Obispo County",2013,155965
"Incorporated","San Luis Obispo County",2014,157383
"Incorporated","San Luis Obispo County",2015,158337
"Incorporated","San Luis Obispo County",2016,159313
"Incorporated","San Luis Obispo County",2017,159462
"Morro Bay","San Luis Obispo County",1980,9150
"Morro Bay","San Luis Obispo County",1981,9150
"Morro Bay","San Luis Obispo County",1982,9300
"Morro Bay","San Luis Obispo County",1983,9400
"Morro Bay","San Luis Obispo County",1984,9400
"Morro Bay","San Luis Obispo County",1985,9450
"Morro Bay","San Luis Obispo County",1986,9325
"Morro Bay","San Luis Obispo County",1987,9350
"Morro Bay","San Luis Obispo County",1988,9425
"Morro Bay","San Luis Obispo County",1989,9625
"Morro Bay","San Luis Obispo County",1990,9676
"Morro Bay","San Luis Obispo County",1991,9791
"Morro Bay","San Luis Obispo County",1992,9889
"Morro Bay","San Luis Obispo County",1993,9946
"Morro Bay","San Luis Obispo County",1994,9749
"Morro Bay","San Luis Obispo County",1995,9843
"Morro Bay","San Luis Obispo County",1996,9975
"Morro Bay","San Luis Obispo County",1997,10097
"Morro Bay","San Luis Obispo County",1998,10168
"Morro Bay","San Luis Obispo County",1999,10350
"Morro Bay","San Luis Obispo County",2000,10384
"Morro Bay","San Luis Obispo County",2001,10432
"Morro Bay","San Luis Obispo County",2002,10389
"Morro Bay","San Luis Obispo County",2003,10390
"Morro Bay","San Luis Obispo County",2004,10343
"Morro Bay","San Luis Obispo County",2005,10265
"Morro Bay","San Luis Obispo County",2006,10207
"Morro Bay","San Luis Obispo County",2007,10217
"Morro Bay","San Luis Obispo County",2008,10239
"Morro Bay","San Luis Obispo County",2009,10234
"Morro Bay","San Luis Obispo County",2010,10325
"Morro Bay","San Luis Obispo County",2011,10297
"Morro Bay","San Luis Obispo County",2012,10380
"Morro Bay","San Luis Obispo County",2013,10420
"Morro Bay","San Luis Obispo County",2014,10442
"Morro Bay","San Luis Obispo County",2015,10499
"Morro Bay","San Luis Obispo County",2016,10516
"Morro Bay","San Luis Obispo County",2017,10503
"Pismo Beach","San Luis Obispo County",1980,5350
"Pismo Beach","San Luis Obispo County",1981,5375
"Pismo Beach","San Luis Obispo County",1982,5600
"Pismo Beach","San Luis Obispo County",1983,5675
"Pismo Beach","San Luis Obispo County",1984,5750
"Pismo Beach","San Luis Obispo County",1985,6225
"Pismo Beach","San Luis Obispo County",1986,6575
"Pismo Beach","San Luis Obispo County",1987,6850
"Pismo Beach","San Luis Obispo County",1988,7275
"Pismo Beach","San Luis Obispo County",1989,7575
"Pismo Beach","San Luis Obispo County",1990,7643
"Pismo Beach","San Luis Obispo County",1991,7670
"Pismo Beach","San Luis Obispo County",1992,7734
"Pismo Beach","San Luis Obispo County",1993,7773
"Pismo Beach","San Luis Obispo County",1994,7981
"Pismo Beach","San Luis Obispo County",1995,8093
"Pismo Beach","San Luis Obispo County",1996,8233
"Pismo Beach","San Luis Obispo County",1997,8285
"Pismo Beach","San Luis Obispo County",1998,8395
"Pismo Beach","San Luis Obispo County",1999,8551
"Pismo Beach","San Luis Obispo County",2000,8497
"Pismo Beach","San Luis Obispo County",2001,8479
"Pismo Beach","San Luis Obispo County",2002,8401
"Pismo Beach","San Luis Obispo County",2003,8333
"Pismo Beach","San Luis Obispo County",2004,8155
"Pismo Beach","San Luis Obispo County",2005,8010
"Pismo Beach","San Luis Obispo County",2006,7858
"Pismo Beach","San Luis Obispo County",2007,7761
"Pismo Beach","San Luis Obispo County",2008,7758
"Pismo Beach","San Luis Obispo County",2009,7655
"Pismo Beach","San Luis Obispo County",2010,7667
"Pismo Beach","San Luis Obispo County",2011,7746
"Pismo Beach","San Luis Obispo County",2012,7840
"Pismo Beach","San Luis Obispo County",2013,7912
"Pismo Beach","San Luis Obispo County",2014,8015
"Pismo Beach","San Luis Obispo County",2015,8150
"Pismo Beach","San Luis Obispo County",2016,8209
"Pismo Beach","San Luis Obispo County",2017,8233
"San Luis Obispo","San Luis Obispo County",1980,34700
"San Luis Obispo","San Luis Obispo County",1981,35200
"San Luis Obispo","San Luis Obispo County",1982,35800
"San Luis Obispo","San Luis Obispo County",1983,36500
"San Luis Obispo","San Luis Obispo County",1984,37100
"San Luis Obispo","San Luis Obispo County",1985,38100
"San Luis Obispo","San Luis Obispo County",1986,38500
"San Luis Obispo","San Luis Obispo County",1987,39450
"San Luis Obispo","San Luis Obispo County",1988,40600
"San Luis Obispo","San Luis Obispo County",1989,41650
"San Luis Obispo","San Luis Obispo County",1990,42125
"San Luis Obispo","San Luis Obispo County",1991,42645
"San Luis Obispo","San Luis Obispo County",1992,42911
"San Luis Obispo","San Luis Obispo County",1993,43208
"San Luis Obispo","San Luis Obispo County",1994,42096
"San Luis Obispo","San Luis Obispo County",1995,42371
"San Luis Obispo","San Luis Obispo County",1996,42983
"San Luis Obispo","San Luis Obispo County",1997,43421
"San Luis Obispo","San Luis Obispo County",1998,43766
"San Luis Obispo","San Luis Obispo County",1999,44179
"San Luis Obispo","San Luis Obispo County",2000,44293
"San Luis Obispo","San Luis Obispo County",2001,44406
"San Luis Obispo","San Luis Obispo County",2002,44293
"San Luis Obispo","San Luis Obispo County",2003,44271
"San Luis Obispo","San Luis Obispo County",2004,44630
"San Luis Obispo","San Luis Obispo County",2005,44483
"San Luis Obispo","San Luis Obispo County",2006,44438
"San Luis Obispo","San Luis Obispo County",2007,44650
"San Luis Obispo","San Luis Obispo County",2008,44938
"San Luis Obispo","San Luis Obispo County",2009,45119
"San Luis Obispo","San Luis Obispo County",2010,45456
"San Luis Obispo","San Luis Obispo County",2011,45356
"San Luis Obispo","San Luis Obispo County",2012,45710
"San Luis Obispo","San Luis Obispo County",2013,45942
"San Luis Obispo","San Luis Obispo County",2014,45965
"San Luis Obispo","San Luis Obispo County",2015,45981
"San Luis Obispo","San Luis Obispo County",2016,46424
"San Luis Obispo","San Luis Obispo County",2017,46548
"Unincorporated","San Luis Obispo County",1980,63100
"Unincorporated","San Luis Obispo County",1981,65400
"Unincorporated","San Luis Obispo County",1982,67500
"Unincorporated","San Luis Obispo County",1983,69400
"Unincorporated","San Luis Obispo County",1984,72800
"Unincorporated","San Luis Obispo County",1985,76800
"Unincorporated","San Luis Obispo County",1986,79600
"Unincorporated","San Luis Obispo County",1987,81400
"Unincorporated","San Luis Obispo County",1988,84500
"Unincorporated","San Luis Obispo County",1989,89000
"Atherton","San Mateo County",1980,7775
"Atherton","San Mateo County",1981,7650
"Atherton","San Mateo County",1982,7650
"Atherton","San Mateo County",1983,7600
"Atherton","San Mateo County",1984,7525
"Atherton","San Mateo County",1985,7450
"Atherton","San Mateo County",1986,7350
"Atherton","San Mateo County",1987,7375
"Atherton","San Mateo County",1988,7250
"Atherton","San Mateo County",1989,7175
"Atherton","San Mateo County",1990,7008
"Atherton","San Mateo County",1991,7055
"Atherton","San Mateo County",1992,7078
"Atherton","San Mateo County",1993,7064
"Atherton","San Mateo County",1994,7083
"Atherton","San Mateo County",1995,7109
"Atherton","San Mateo County",1996,7147
"Atherton","San Mateo County",1997,7184
"Atherton","San Mateo County",1998,7190
"Atherton","San Mateo County",1999,7194
"Atherton","San Mateo County",2000,7147
"Atherton","San Mateo County",2001,7056
"Atherton","San Mateo County",2002,6998
"Atherton","San Mateo County",2003,6975
"Atherton","San Mateo County",2004,6900
"Atherton","San Mateo County",2005,6854
"Atherton","San Mateo County",2006,6917
"Atherton","San Mateo County",2007,6940
"Atherton","San Mateo County",2008,6898
"Atherton","San Mateo County",2009,6914
"Atherton","San Mateo County",2010,6925
"Atherton","San Mateo County",2011,6954
"Atherton","San Mateo County",2012,7003
"Atherton","San Mateo County",2013,7007
"Atherton","San Mateo County",2014,7041
"Atherton","San Mateo County",2015,7074
"Atherton","San Mateo County",2016,7100
"Atherton","San Mateo County",2017,7135
"Belmont","San Mateo County",1980,24400
"Belmont","San Mateo County",1981,24300
"Belmont","San Mateo County",1982,24350
"Belmont","San Mateo County",1983,24450
"Belmont","San Mateo County",1984,24400
"Belmont","San Mateo County",1985,24400
"Belmont","San Mateo County",1986,24300
"Belmont","San Mateo County",1987,24100
"Belmont","San Mateo County",1988,24050
"Belmont","San Mateo County",1989,24100
"Belmont","San Mateo County",1990,24024
"Belmont","San Mateo County",1991,24267
"Belmont","San Mateo County",1992,24428
"Belmont","San Mateo County",1993,24720
"Belmont","San Mateo County",1994,24193
"Belmont","San Mateo County",1995,24295
"Belmont","San Mateo County",1996,24469
"Belmont","San Mateo County",1997,24914
"Belmont","San Mateo County",1998,24970
"Belmont","San Mateo County",1999,25123
"Belmont","San Mateo County",2000,25106
"Belmont","San Mateo County",2001,24950
"Belmont","San Mateo County",2002,25071
"Belmont","San Mateo County",2003,25001
"Belmont","San Mateo County",2004,24973
"Belmont","San Mateo County",2005,25122
"Belmont","San Mateo County",2006,25189
"Belmont","San Mateo County",2007,25427
"Belmont","San Mateo County",2008,25634
"Belmont","San Mateo County",2009,25835
"Belmont","San Mateo County",2010,26098
"Belmont","San Mateo County",2011,26413
"Belmont","San Mateo County",2012,26777
"Belmont","San Mateo County",2013,26940
"Belmont","San Mateo County",2014,27184
"Belmont","San Mateo County",2015,27371
"Belmont","San Mateo County",2016,27343
"Belmont","San Mateo County",2017,27388
"Brisbane","San Mateo County",1980,2960
"Brisbane","San Mateo County",1981,2990
"Brisbane","San Mateo County",1982,2980
"Brisbane","San Mateo County",1983,2980
"Brisbane","San Mateo County",1984,2990
"Brisbane","San Mateo County",1985,2980
"Brisbane","San Mateo County",1986,2940
"Brisbane","San Mateo County",1987,2900
"Brisbane","San Mateo County",1988,2910
"Brisbane","San Mateo County",1989,2920
"Brisbane","San Mateo County",1990,2922
"Brisbane","San Mateo County",1991,2924
"Brisbane","San Mateo County",1992,2916
"Brisbane","San Mateo County",1993,2897
"Brisbane","San Mateo County",1994,2850
"Brisbane","San Mateo County",1995,2816
"Brisbane","San Mateo County",1996,2854
"Brisbane","San Mateo County",1997,2883
"Brisbane","San Mateo County",1998,2906
"Brisbane","San Mateo County",1999,3597
"Brisbane","San Mateo County",2000,3630
"Brisbane","San Mateo County",2001,3681
"Brisbane","San Mateo County",2002,3706
"Brisbane","San Mateo County",2003,3767
"Brisbane","San Mateo County",2004,3836
"Brisbane","San Mateo County",2005,3888
"Brisbane","San Mateo County",2006,3948
"Brisbane","San Mateo County",2007,4065
"Brisbane","San Mateo County",2008,4185
"Brisbane","San Mateo County",2009,4282
"Brisbane","San Mateo County",2010,4339
"Brisbane","San Mateo County",2011,4368
"Brisbane","San Mateo County",2012,4422
"Brisbane","San Mateo County",2013,4454
"Brisbane","San Mateo County",2014,4547
"Brisbane","San Mateo County",2015,4630
"Brisbane","San Mateo County",2016,4656
"Brisbane","San Mateo County",2017,4692
"Burlingame","San Mateo County",1980,26150
"Burlingame","San Mateo County",1981,26200
"Burlingame","San Mateo County",1982,26500
"Burlingame","San Mateo County",1983,26550
"Burlingame","San Mateo County",1984,26750
"Burlingame","San Mateo County",1985,26700
"Burlingame","San Mateo County",1986,26650
"Burlingame","San Mateo County",1987,26650
"Burlingame","San Mateo County",1988,26650
"Burlingame","San Mateo County",1989,26750
"Burlingame","San Mateo County",1990,26592
"Burlingame","San Mateo County",1991,26722
"Burlingame","San Mateo County",1992,27017
"Burlingame","San Mateo County",1993,27080
"Burlingame","San Mateo County",1994,27198
"Burlingame","San Mateo County",1995,27261
"Burlingame","San Mateo County",1996,27575
"Burlingame","San Mateo County",1997,27765
"Burlingame","San Mateo County",1998,27881
"Burlingame","San Mateo County",1999,28158
"Burlingame","San Mateo County",2000,28215
"Burlingame","San Mateo County",2001,28106
"Burlingame","San Mateo County",2002,27952
"Burlingame","San Mateo County",2003,27892
"Burlingame","San Mateo County",2004,27825
"Burlingame","San Mateo County",2005,27857
"Burlingame","San Mateo County",2006,28020
"Burlingame","San Mateo County",2007,28306
"Burlingame","San Mateo County",2008,28556
"Burlingame","San Mateo County",2009,28806
"Burlingame","San Mateo County",2010,28937
"Burlingame","San Mateo County",2011,29187
"Burlingame","San Mateo County",2012,29673
"Burlingame","San Mateo County",2013,29817
"Burlingame","San Mateo County",2014,29992
"Burlingame","San Mateo County",2015,30182
"Burlingame","San Mateo County",2016,30207
"Burlingame","San Mateo County",2017,30294
"Colma","San Mateo County",1980,420
"Colma","San Mateo County",1981,530
"Colma","San Mateo County",1982,840
"Colma","San Mateo County",1983,860
"Colma","San Mateo County",1984,900
"Colma","San Mateo County",1985,930
"Colma","San Mateo County",1986,960
"Colma","San Mateo County",1987,980
"Colma","San Mateo County",1988,1030
"Colma","San Mateo County",1989,1090
"Colma","San Mateo County",1990,1132
"Colma","San Mateo County",1991,1116
"Colma","San Mateo County",1992,1116
"Colma","San Mateo County",1993,1129
"Colma","San Mateo County",1994,1170
"Colma","San Mateo County",1995,1172
"Colma","San Mateo County",1996,1171
"Colma","San Mateo County",1997,1193
"Colma","San Mateo County",1998,1191
"Colma","San Mateo County",1999,1187
"Colma","San Mateo County",2000,1173
"Colma","San Mateo County",2001,1159
"Colma","San Mateo County",2002,1137
"Colma","San Mateo County",2003,1219
"Colma","San Mateo County",2004,1465
"Colma","San Mateo County",2005,1456
"Colma","San Mateo County",2006,1449
"Colma","San Mateo County",2007,1725
"Colma","San Mateo County",2008,1451
"Colma","San Mateo County",2009,1441
"Colma","San Mateo County",2010,1464
"Colma","San Mateo County",2011,1464
"Colma","San Mateo County",2012,1485
"Colma","San Mateo County",2013,1494
"Colma","San Mateo County",2014,1511
"Colma","San Mateo County",2015,1521
"Colma","San Mateo County",2016,1516
"Colma","San Mateo County",2017,1501
"Daly City","San Mateo County",1980,79100
"Daly City","San Mateo County",1981,80100
"Daly City","San Mateo County",1982,81600
"Daly City","San Mateo County",1983,82900
"Daly City","San Mateo County",1984,84500
"Daly City","San Mateo County",1985,85600
"Daly City","San Mateo County",1986,86600
"Daly City","San Mateo County",1987,88900
"Daly City","San Mateo County",1988,90200
"Daly City","San Mateo County",1989,91800
"Daly City","San Mateo County",1990,93153
"Daly City","San Mateo County",1991,95100
"Daly City","San Mateo County",1992,96360
"Daly City","San Mateo County",1993,97504
"Daly City","San Mateo County",1994,97637
"Daly City","San Mateo County",1995,98962
"Daly City","San Mateo County",1996,100683
"Daly City","San Mateo County",1997,102024
"Daly City","San Mateo County",1998,102769
"Daly City","San Mateo County",1999,103625
"Daly City","San Mateo County",2000,103237
"Daly City","San Mateo County",2001,102351
"Daly City","San Mateo County",2002,101721
"Daly City","San Mateo County",2003,101166
"Daly City","San Mateo County",2004,100379
"Daly City","San Mateo County",2005,99981
"Daly City","San Mateo County",2006,100096
"Daly City","San Mateo County",2007,100156
"Daly City","San Mateo County",2008,100647
"Daly City","San Mateo County",2009,101072
"Daly City","San Mateo County",2010,102366
"Daly City","San Mateo County",2011,103617
"Daly City","San Mateo County",2012,105029
"Daly City","San Mateo County",2013,106615
"Daly City","San Mateo County",2014,107260
"Daly City","San Mateo County",2015,107810
"Daly City","San Mateo County",2016,107733
"Daly City","San Mateo County",2017,107864
"East Palo Alto","San Mateo County",1980,NA
"East Palo Alto","San Mateo County",1981,NA
"East Palo Alto","San Mateo County",1982,NA
"East Palo Alto","San Mateo County",1983,20400
"East Palo Alto","San Mateo County",1984,21000
"East Palo Alto","San Mateo County",1985,21500
"East Palo Alto","San Mateo County",1986,21950
"East Palo Alto","San Mateo County",1987,22300
"East Palo Alto","San Mateo County",1988,22800
"East Palo Alto","San Mateo County",1989,23350
"East Palo Alto","San Mateo County",1990,23932
"East Palo Alto","San Mateo County",1991,24789
"East Palo Alto","San Mateo County",1992,25287
"East Palo Alto","San Mateo County",1993,25888
"East Palo Alto","San Mateo County",1994,26712
"East Palo Alto","San Mateo County",1995,27276
"East Palo Alto","San Mateo County",1996,27924
"East Palo Alto","San Mateo County",1997,28579
"East Palo Alto","San Mateo County",1998,29150
"East Palo Alto","San Mateo County",1999,29506
"East Palo Alto","San Mateo County",2000,30047
"East Palo Alto","San Mateo County",2001,30789
"East Palo Alto","San Mateo County",2002,30064
"East Palo Alto","San Mateo County",2003,29702
"East Palo Alto","San Mateo County",2004,29431
"East Palo Alto","San Mateo County",2005,28842
"East Palo Alto","San Mateo County",2006,28703
"East Palo Alto","San Mateo County",2007,28595
"East Palo Alto","San Mateo County",2008,28464
"East Palo Alto","San Mateo County",2009,28155
"East Palo Alto","San Mateo County",2010,28604
"East Palo Alto","San Mateo County",2011,29224
"East Palo Alto","San Mateo County",2012,29692
"East Palo Alto","San Mateo County",2013,29928
"East Palo Alto","San Mateo County",2014,30450
"East Palo Alto","San Mateo County",2015,30604
"East Palo Alto","San Mateo County",2016,30718
"East Palo Alto","San Mateo County",2017,30917
"Foster City","San Mateo County",1980,23300
"Foster City","San Mateo County",1981,23550
"Foster City","San Mateo County",1982,23650
"Foster City","San Mateo County",1983,23800
"Foster City","San Mateo County",1984,23700
"Foster City","San Mateo County",1985,25400
"Foster City","San Mateo County",1986,26250
"Foster City","San Mateo County",1987,27550
"Foster City","San Mateo County",1988,28100
"Foster City","San Mateo County",1989,28150
"Foster City","San Mateo County",1990,27912
"Foster City","San Mateo County",1991,27990
"Foster City","San Mateo County",1992,28233
"Foster City","San Mateo County",1993,28020
"Foster City","San Mateo County",1994,28046
"Foster City","San Mateo County",1995,28074
"Foster City","San Mateo County",1996,28348
"Foster City","San Mateo County",1997,28559
"Foster City","San Mateo County",1998,28690
"Foster City","San Mateo County",1999,28803
"Foster City","San Mateo County",2000,28802
"Foster City","San Mateo County",2001,28679
"Foster City","San Mateo County",2002,29620
"Foster City","San Mateo County",2003,29585
"Foster City","San Mateo County",2004,29595
"Foster City","San Mateo County",2005,29652
"Foster City","San Mateo County",2006,29868
"Foster City","San Mateo County",2007,30042
"Foster City","San Mateo County",2008,30270
"Foster City","San Mateo County",2009,30567
"Foster City","San Mateo County",2010,31068
"Foster City","San Mateo County",2011,31370
"Foster City","San Mateo County",2012,31787
"Foster City","San Mateo County",2013,32736
"Foster City","San Mateo County",2014,32954
"Foster City","San Mateo County",2015,33087
"Foster City","San Mateo County",2016,33287
"Foster City","San Mateo County",2017,33490
"Half Moon Bay","San Mateo County",1980,7275
"Half Moon Bay","San Mateo County",1981,7225
"Half Moon Bay","San Mateo County",1982,7275
"Half Moon Bay","San Mateo County",1983,7325
"Half Moon Bay","San Mateo County",1984,7500
"Half Moon Bay","San Mateo County",1985,7550
"Half Moon Bay","San Mateo County",1986,7725
"Half Moon Bay","San Mateo County",1987,7850
"Half Moon Bay","San Mateo County",1988,8300
"Half Moon Bay","San Mateo County",1989,8775
"Half Moon Bay","San Mateo County",1990,9520
"Half Moon Bay","San Mateo County",1991,9855
"Half Moon Bay","San Mateo County",1992,10137
"Half Moon Bay","San Mateo County",1993,10330
"Half Moon Bay","San Mateo County",1994,10646
"Half Moon Bay","San Mateo County",1995,10895
"Half Moon Bay","San Mateo County",1996,11206
"Half Moon Bay","San Mateo County",1997,11449
"Half Moon Bay","San Mateo County",1998,11578
"Half Moon Bay","San Mateo County",1999,11842
"Half Moon Bay","San Mateo County",2000,11779
"Half Moon Bay","San Mateo County",2001,11722
"Half Moon Bay","San Mateo County",2002,11659
"Half Moon Bay","San Mateo County",2003,11552
"Half Moon Bay","San Mateo County",2004,11629
"Half Moon Bay","San Mateo County",2005,11493
"Half Moon Bay","San Mateo County",2006,11408
"Half Moon Bay","San Mateo County",2007,11396
"Half Moon Bay","San Mateo County",2008,11403
"Half Moon Bay","San Mateo County",2009,11324
"Half Moon Bay","San Mateo County",2010,11429
"Half Moon Bay","San Mateo County",2011,11552
"Half Moon Bay","San Mateo County",2012,11685
"Half Moon Bay","San Mateo County",2013,11742
"Half Moon Bay","San Mateo County",2014,11907
"Half Moon Bay","San Mateo County",2015,12284
"Half Moon Bay","San Mateo County",2016,12456
"Half Moon Bay","San Mateo County",2017,12639
"Hillsborough","San Mateo County",1980,10500
"Hillsborough","San Mateo County",1981,10550
"Hillsborough","San Mateo County",1982,10600
"Hillsborough","San Mateo County",1983,10600
"Hillsborough","San Mateo County",1984,10700
"Hillsborough","San Mateo County",1985,10650
"Hillsborough","San Mateo County",1986,10600
"Hillsborough","San Mateo County",1987,10600
"Hillsborough","San Mateo County",1988,10650
"Hillsborough","San Mateo County",1989,10700
"Hillsborough","San Mateo County",1990,10588
"Hillsborough","San Mateo County",1991,10600
"Hillsborough","San Mateo County",1992,10661
"Hillsborough","San Mateo County",1993,10632
"Hillsborough","San Mateo County",1994,10701
"Hillsborough","San Mateo County",1995,10712
"Hillsborough","San Mateo County",1996,10754
"Hillsborough","San Mateo County",1997,10820
"Hillsborough","San Mateo County",1998,10814
"Hillsborough","San Mateo County",1999,10825
"Hillsborough","San Mateo County",2000,10809
"Hillsborough","San Mateo County",2001,10765
"Hillsborough","San Mateo County",2002,10702
"Hillsborough","San Mateo County",2003,10646
"Hillsborough","San Mateo County",2004,10564
"Hillsborough","San Mateo County",2005,10491
"Hillsborough","San Mateo County",2006,10526
"Hillsborough","San Mateo County",2007,10656
"Hillsborough","San Mateo County",2008,10750
"Hillsborough","San Mateo County",2009,10825
"Hillsborough","San Mateo County",2010,10806
"Hillsborough","San Mateo County",2011,10946
"Hillsborough","San Mateo County",2012,11088
"Hillsborough","San Mateo County",2013,11159
"Hillsborough","San Mateo County",2014,11186
"Hillsborough","San Mateo County",2015,11216
"Hillsborough","San Mateo County",2016,11389
"Hillsborough","San Mateo County",2017,11543
"Incorporated","San Mateo County",1980,517800
"Incorporated","San Mateo County",1981,520700
"Incorporated","San Mateo County",1982,526800
"Incorporated","San Mateo County",1983,552400
"Incorporated","San Mateo County",1984,559700
"Incorporated","San Mateo County",1985,564100
"Incorporated","San Mateo County",1986,567900
"Incorporated","San Mateo County",1987,574200
"Incorporated","San Mateo County",1988,582000
"Incorporated","San Mateo County",1989,589900
"Incorporated","San Mateo County",2000,645646
"Incorporated","San Mateo County",2001,644106
"Incorporated","San Mateo County",2002,642115
"Incorporated","San Mateo County",2003,640479
"Incorporated","San Mateo County",2004,639042
"Incorporated","San Mateo County",2005,638153
"Incorporated","San Mateo County",2006,640700
"Incorporated","San Mateo County",2007,646946
"Incorporated","San Mateo County",2008,652349
"Incorporated","San Mateo County",2009,656827
"Incorporated","San Mateo County",2010,663596
"Incorporated","San Mateo County",2011,671880
"Incorporated","San Mateo County",2012,681596
"Incorporated","San Mateo County",2013,688161
"Incorporated","San Mateo County",2014,695418
"Incorporated","San Mateo County",2015,701307
"Incorporated","San Mateo County",2016,704806
"Incorporated","San Mateo County",2017,708327
"Menlo Park","San Mateo County",1980,26300
"Menlo Park","San Mateo County",1981,26300
"Menlo Park","San Mateo County",1982,26450
"Menlo Park","San Mateo County",1983,26550
"Menlo Park","San Mateo County",1984,27700
"Menlo Park","San Mateo County",1985,27800
"Menlo Park","San Mateo County",1986,27500
"Menlo Park","San Mateo County",1987,27450
"Menlo Park","San Mateo County",1988,27800
"Menlo Park","San Mateo County",1989,28050
"Menlo Park","San Mateo County",1990,28517
"Menlo Park","San Mateo County",1991,28723
"Menlo Park","San Mateo County",1992,29076
"Menlo Park","San Mateo County",1993,29158
"Menlo Park","San Mateo County",1994,29535
"Menlo Park","San Mateo County",1995,29614
"Menlo Park","San Mateo County",1996,29877
"Menlo Park","San Mateo County",1997,30297
"Menlo Park","San Mateo County",1998,30490
"Menlo Park","San Mateo County",1999,30785
"Menlo Park","San Mateo County",2000,30848
"Menlo Park","San Mateo County",2001,30786
"Menlo Park","San Mateo County",2002,30583
