"city","county","year","TOTAL_POP"
"Beverly Hills","Los Angeles County",1996,32480
"Beverly Hills","Los Angeles County",1997,32711
"Beverly Hills","Los Angeles County",1998,33035
"Beverly Hills","Los Angeles County",1999,33784
"Beverly Hills","Los Angeles County",2000,34155
"Beverly Hills","Los Angeles County",2001,34370
"Beverly Hills","Los Angeles County",2002,34595
"Beverly Hills","Los Angeles County",2003,34690
"Beverly Hills","Los Angeles County",2004,34567
"Beverly Hills","Los Angeles County",2005,34308
"Beverly Hills","Los Angeles County",2006,34210
"Beverly Hills","Los Angeles County",2007,34028
"Beverly Hills","Los Angeles County",2008,34084
"Beverly Hills","Los Angeles County",2009,34109
"Beverly Hills","Los Angeles County",2010,33991
"Beverly Hills","Los Angeles County",2011,34251
"Beverly Hills","Los Angeles County",2012,34361
"Beverly Hills","Los Angeles County",2013,34407
"Beverly Hills","Los Angeles County",2014,34486
"Beverly Hills","Los Angeles County",2015,34464
"Beverly Hills","Los Angeles County",2016,34443
"Beverly Hills","Los Angeles County",2017,34504
"Bradbury","Los Angeles County",1980,800
"Bradbury","Los Angeles County",1981,810
"Bradbury","Los Angeles County",1982,830
"Bradbury","Los Angeles County",1983,820
"Bradbury","Los Angeles County",1984,840
"Bradbury","Los Angeles County",1985,830
"Bradbury","Los Angeles County",1986,850
"Bradbury","Los Angeles County",1987,850
"Bradbury","Los Angeles County",1988,840
"Bradbury","Los Angeles County",1989,830
"Bradbury","Los Angeles County",1990,819
"Bradbury","Los Angeles County",1991,808
"Bradbury","Los Angeles County",1992,816
"Bradbury","Los Angeles County",1993,810
"Bradbury","Los Angeles County",1994,823
"Bradbury","Los Angeles County",1995,820
"Bradbury","Los Angeles County",1996,819
"Bradbury","Los Angeles County",1997,821
"Bradbury","Los Angeles County",1998,831
"Bradbury","Los Angeles County",1999,855
"Bradbury","Los Angeles County",2000,869
"Bradbury","Los Angeles County",2001,904
"Bradbury","Los Angeles County",2002,938
"Bradbury","Los Angeles County",2003,962
"Bradbury","Los Angeles County",2004,974
"Bradbury","Los Angeles County",2005,978
"Bradbury","Los Angeles County",2006,977
"Bradbury","Los Angeles County",2007,999
"Bradbury","Los Angeles County",2008,1017
"Bradbury","Los Angeles County",2009,1048
"Bradbury","Los Angeles County",2010,1044
"Bradbury","Los Angeles County",2011,1055
"Bradbury","Los Angeles County",2012,1057
"Bradbury","Los Angeles County",2013,1058
"Bradbury","Los Angeles County",2014,1061
"Bradbury","Los Angeles County",2015,1058
"Bradbury","Los Angeles County",2016,1068
"Bradbury","Los Angeles County",2017,1069
"Burbank","Los Angeles County",1980,84900
"Burbank","Los Angeles County",1981,86400
"Burbank","Los Angeles County",1982,87200
"Burbank","Los Angeles County",1983,87900
"Burbank","Los Angeles County",1984,87900
"Burbank","Los Angeles County",1985,88400
"Burbank","Los Angeles County",1986,89500
"Burbank","Los Angeles County",1987,91600
"Burbank","Los Angeles County",1988,92000
"Burbank","Los Angeles County",1989,93300
"Burbank","Los Angeles County",1990,94389
"Burbank","Los Angeles County",1991,95620
"Burbank","Los Angeles County",1992,95662
"Burbank","Los Angeles County",1993,96363
"Burbank","Los Angeles County",1994,97323
"Burbank","Los Angeles County",1995,97302
"Burbank","Los Angeles County",1996,97326
"Burbank","Los Angeles County",1997,98303
"Burbank","Los Angeles County",1998,98817
"Burbank","Los Angeles County",1999,100316
"Burbank","Los Angeles County",2000,100869
"Burbank","Los Angeles County",2001,101572
"Burbank","Los Angeles County",2002,102574
"Burbank","Los Angeles County",2003,102872
"Burbank","Los Angeles County",2004,103122
"Burbank","Los Angeles County",2005,103060
"Burbank","Los Angeles County",2006,103121
"Burbank","Los Angeles County",2007,103098
"Burbank","Los Angeles County",2008,103116
"Burbank","Los Angeles County",2009,103340
"Burbank","Los Angeles County",2010,104783
"Burbank","Los Angeles County",2011,105461
"Burbank","Los Angeles County",2012,106085
"Burbank","Los Angeles County",2013,106581
"Burbank","Los Angeles County",2014,106892
"Burbank","Los Angeles County",2015,106995
"Burbank","Los Angeles County",2016,107029
"Burbank","Los Angeles County",2017,107149
"Calabasas","Los Angeles County",1980,NA
"Calabasas","Los Angeles County",1981,NA
"Calabasas","Los Angeles County",1982,NA
"Calabasas","Los Angeles County",1983,NA
"Calabasas","Los Angeles County",1984,NA
"Calabasas","Los Angeles County",1985,NA
"Calabasas","Los Angeles County",1986,NA
"Calabasas","Los Angeles County",1987,NA
"Calabasas","Los Angeles County",1988,NA
"Calabasas","Los Angeles County",1989,NA
"Calabasas","Los Angeles County",1990,NA
"Calabasas","Los Angeles County",1991,17801
"Calabasas","Los Angeles County",1992,18292
"Calabasas","Los Angeles County",1993,18717
"Calabasas","Los Angeles County",1994,18856
"Calabasas","Los Angeles County",1995,19219
"Calabasas","Los Angeles County",1996,19569
"Calabasas","Los Angeles County",1997,20021
"Calabasas","Los Angeles County",1998,20644
"Calabasas","Los Angeles County",1999,21356
"Calabasas","Los Angeles County",2000,21534
"Calabasas","Los Angeles County",2001,21876
"Calabasas","Los Angeles County",2002,22280
"Calabasas","Los Angeles County",2003,22475
"Calabasas","Los Angeles County",2004,22519
"Calabasas","Los Angeles County",2005,22775
"Calabasas","Los Angeles County",2006,22865
"Calabasas","Los Angeles County",2007,22947
"Calabasas","Los Angeles County",2008,22989
"Calabasas","Los Angeles County",2009,23058
"Calabasas","Los Angeles County",2010,23099
"Calabasas","Los Angeles County",2011,23772
"Calabasas","Los Angeles County",2012,23863
"Calabasas","Los Angeles County",2013,23945
"Calabasas","Los Angeles County",2014,24162
"Calabasas","Los Angeles County",2015,24113
"Calabasas","Los Angeles County",2016,24183
"Calabasas","Los Angeles County",2017,24296
"Carson","Los Angeles County",1980,81000
"Carson","Los Angeles County",1981,82200
"Carson","Los Angeles County",1982,83200
"Carson","Los Angeles County",1983,84000
"Carson","Los Angeles County",1984,84800
"Carson","Los Angeles County",1985,84900
"Carson","Los Angeles County",1986,85500
"Carson","Los Angeles County",1987,85200
"Carson","Los Angeles County",1988,85200
"Carson","Los Angeles County",1989,85000
"Carson","Los Angeles County",1990,83065
"Carson","Los Angeles County",1991,83684
"Carson","Los Angeles County",1992,84105
"Carson","Los Angeles County",1993,84930
"Carson","Los Angeles County",1994,85611
"Carson","Los Angeles County",1995,85531
"Carson","Los Angeles County",1996,86270
"Carson","Los Angeles County",1997,86866
"Carson","Los Angeles County",1998,87739
"Carson","Los Angeles County",1999,89730
"Carson","Los Angeles County",2000,91353
"Carson","Los Angeles County",2001,91743
"Carson","Los Angeles County",2002,92624
"Carson","Los Angeles County",2003,93340
"Carson","Los Angeles County",2004,94236
"Carson","Los Angeles County",2005,93549
"Carson","Los Angeles County",2006,93108
"Carson","Los Angeles County",2007,92612
"Carson","Los Angeles County",2008,92198
"Carson","Los Angeles County",2009,91714
"Carson","Los Angeles County",2010,91577
"Carson","Los Angeles County",2011,92333
"Carson","Los Angeles County",2012,92640
"Carson","Los Angeles County",2013,92904
"Carson","Los Angeles County",2014,93220
"Carson","Los Angeles County",2015,93233
"Carson","Los Angeles County",2016,93453
"Carson","Los Angeles County",2017,93799
"Cerritos","Los Angeles County",1980,53000
"Cerritos","Los Angeles County",1981,53400
"Cerritos","Los Angeles County",1982,53700
"Cerritos","Los Angeles County",1983,54000
"Cerritos","Los Angeles County",1984,54100
"Cerritos","Los Angeles County",1985,54200
"Cerritos","Los Angeles County",1986,54200
"Cerritos","Los Angeles County",1987,54100
"Cerritos","Los Angeles County",1988,53700
"Cerritos","Los Angeles County",1989,53300
"Cerritos","Los Angeles County",1990,52492
"Cerritos","Los Angeles County",1991,52238
"Cerritos","Los Angeles County",1992,51995
"Cerritos","Los Angeles County",1993,51563
"Cerritos","Los Angeles County",1994,51521
"Cerritos","Los Angeles County",1995,50977
"Cerritos","Los Angeles County",1996,50871
"Cerritos","Los Angeles County",1997,50742
"Cerritos","Los Angeles County",1998,50760
"Cerritos","Los Angeles County",1999,51488
"Cerritos","Los Angeles County",2000,51570
"Cerritos","Los Angeles County",2001,51925
"Cerritos","Los Angeles County",2002,52344
"Cerritos","Los Angeles County",2003,52129
"Cerritos","Los Angeles County",2004,51674
"Cerritos","Los Angeles County",2005,51013
"Cerritos","Los Angeles County",2006,50393
"Cerritos","Los Angeles County",2007,49930
"Cerritos","Los Angeles County",2008,49479
"Cerritos","Los Angeles County",2009,49041
"Cerritos","Los Angeles County",2010,48841
"Cerritos","Los Angeles County",2011,49140
"Cerritos","Los Angeles County",2012,49245
"Cerritos","Los Angeles County",2013,49305
"Cerritos","Los Angeles County",2014,49424
"Cerritos","Los Angeles County",2015,49405
"Cerritos","Los Angeles County",2016,50025
"Cerritos","Los Angeles County",2017,50058
"Claremont","Los Angeles County",1980,32650
"Claremont","Los Angeles County",1981,32650
"Claremont","Los Angeles County",1982,32600
"Claremont","Los Angeles County",1983,32850
"Claremont","Los Angeles County",1984,32700
"Claremont","Los Angeles County",1985,32700
"Claremont","Los Angeles County",1986,32850
"Claremont","Los Angeles County",1987,32850
"Claremont","Los Angeles County",1988,32750
"Claremont","Los Angeles County",1989,32400
"Claremont","Los Angeles County",1990,31968
"Claremont","Los Angeles County",1991,32180
"Claremont","Los Angeles County",1992,32198
"Claremont","Los Angeles County",1993,32409
"Claremont","Los Angeles County",1994,32773
"Claremont","Los Angeles County",1995,32685
"Claremont","Los Angeles County",1996,32732
"Claremont","Los Angeles County",1997,32860
"Claremont","Los Angeles County",1998,33311
"Claremont","Los Angeles County",1999,33998
"Claremont","Los Angeles County",2000,34418
"Claremont","Los Angeles County",2001,34955
"Claremont","Los Angeles County",2002,35186
"Claremont","Los Angeles County",2003,35116
"Claremont","Los Angeles County",2004,34981
"Claremont","Los Angeles County",2005,34856
"Claremont","Los Angeles County",2006,34903
"Claremont","Los Angeles County",2007,34850
"Claremont","Los Angeles County",2008,35259
"Claremont","Los Angeles County",2009,34926
"Claremont","Los Angeles County",2010,34973
"Claremont","Los Angeles County",2011,35377
"Claremont","Los Angeles County",2012,35780
"Claremont","Los Angeles County",2013,35864
"Claremont","Los Angeles County",2014,36161
"Claremont","Los Angeles County",2015,36158
"Claremont","Los Angeles County",2016,36293
"Claremont","Los Angeles County",2017,36446
"Commerce","Los Angeles County",1980,10800
"Commerce","Los Angeles County",1981,11300
"Commerce","Los Angeles County",1982,11700
"Commerce","Los Angeles County",1983,11800
"Commerce","Los Angeles County",1984,11800
"Commerce","Los Angeles County",1985,11900
"Commerce","Los Angeles County",1986,11600
"Commerce","Los Angeles County",1987,11650
"Commerce","Los Angeles County",1988,12000
"Commerce","Los Angeles County",1989,12200
"Commerce","Los Angeles County",1990,11975
"Commerce","Los Angeles County",1991,12154
"Commerce","Los Angeles County",1992,12065
"Commerce","Los Angeles County",1993,12119
"Commerce","Los Angeles County",1994,12089
"Commerce","Los Angeles County",1995,12178
"Commerce","Los Angeles County",1996,12209
"Commerce","Los Angeles County",1997,12289
"Commerce","Los Angeles County",1998,12384
"Commerce","Los Angeles County",1999,12568
"Commerce","Los Angeles County",2000,12646
"Commerce","Los Angeles County",2001,12786
"Commerce","Los Angeles County",2002,12901
"Commerce","Los Angeles County",2003,13006
"Commerce","Los Angeles County",2004,12994
"Commerce","Los Angeles County",2005,12893
"Commerce","Los Angeles County",2006,12813
"Commerce","Los Angeles County",2007,12828
"Commerce","Los Angeles County",2008,12825
"Commerce","Los Angeles County",2009,12823
"Commerce","Los Angeles County",2010,12858
"Commerce","Los Angeles County",2011,12937
"Commerce","Los Angeles County",2012,12991
"Commerce","Los Angeles County",2013,13033
"Commerce","Los Angeles County",2014,13061
"Commerce","Los Angeles County",2015,13060
"Commerce","Los Angeles County",2016,13061
"Commerce","Los Angeles County",2017,13067
"Compton","Los Angeles County",1980,83500
"Compton","Los Angeles County",1981,84500
"Compton","Los Angeles County",1982,85600
"Compton","Los Angeles County",1983,87100
"Compton","Los Angeles County",1984,87400
"Compton","Los Angeles County",1985,89300
"Compton","Los Angeles County",1986,90700
"Compton","Los Angeles County",1987,90300
"Compton","Los Angeles County",1988,90300
"Compton","Los Angeles County",1989,90500
"Compton","Los Angeles County",1990,90405
"Compton","Los Angeles County",1991,90803
"Compton","Los Angeles County",1992,90307
"Compton","Los Angeles County",1993,89918
"Compton","Los Angeles County",1994,90334
"Compton","Los Angeles County",1995,90149
"Compton","Los Angeles County",1996,90532
"Compton","Los Angeles County",1997,91076
"Compton","Los Angeles County",1998,91880
"Compton","Los Angeles County",1999,93493
"Compton","Los Angeles County",2000,94182
"Compton","Los Angeles County",2001,95004
"Compton","Los Angeles County",2002,95608
"Compton","Los Angeles County",2003,96091
"Compton","Los Angeles County",2004,96133
"Compton","Los Angeles County",2005,96234
"Compton","Los Angeles County",2006,95980
"Compton","Los Angeles County",2007,95799
"Compton","Los Angeles County",2008,96096
"Compton","Los Angeles County",2009,96455
"Compton","Los Angeles County",2010,97716
"Compton","Los Angeles County",2011,98363
"Compton","Los Angeles County",2012,99025
"Compton","Los Angeles County",2013,99605
"Compton","Los Angeles County",2014,99820
"Compton","Los Angeles County",2015,99703
"Compton","Los Angeles County",2016,99751
"Compton","Los Angeles County",2017,99872
"Covina","Los Angeles County",1980,38150
"Covina","Los Angeles County",1981,38500
"Covina","Los Angeles County",1982,39050
"Covina","Los Angeles County",1983,39350
"Covina","Los Angeles County",1984,40150
"Covina","Los Angeles County",1985,40500
"Covina","Los Angeles County",1986,41850
"Covina","Los Angeles County",1987,42450
"Covina","Los Angeles County",1988,42500
"Covina","Los Angeles County",1989,43050
"Covina","Los Angeles County",1990,43013
"Covina","Los Angeles County",1991,43172
"Covina","Los Angeles County",1992,43652
"Covina","Los Angeles County",1993,44034
"Covina","Los Angeles County",1994,44816
"Covina","Los Angeles County",1995,45005
"Covina","Los Angeles County",1996,45220
"Covina","Los Angeles County",1997,45567
"Covina","Los Angeles County",1998,46015
"Covina","Los Angeles County",1999,46837
"Covina","Los Angeles County",2000,47184
"Covina","Los Angeles County",2001,47622
"Covina","Los Angeles County",2002,47978
"Covina","Los Angeles County",2003,48137
"Covina","Los Angeles County",2004,48147
"Covina","Los Angeles County",2005,47924
"Covina","Los Angeles County",2006,47871
"Covina","Los Angeles County",2007,47701
"Covina","Los Angeles County",2008,47726
"Covina","Los Angeles County",2009,47796
"Covina","Los Angeles County",2010,47963
"Covina","Los Angeles County",2011,48322
"Covina","Los Angeles County",2012,48616
"Covina","Los Angeles County",2013,48789
"Covina","Los Angeles County",2014,48941
"Covina","Los Angeles County",2015,48905
"Covina","Los Angeles County",2016,48901
"Covina","Los Angeles County",2017,49006
"Cudahy","Los Angeles County",1980,18550
"Cudahy","Los Angeles County",1981,19000
"Cudahy","Los Angeles County",1982,19700
"Cudahy","Los Angeles County",1983,20350
"Cudahy","Los Angeles County",1984,20750
"Cudahy","Los Angeles County",1985,21250
"Cudahy","Los Angeles County",1986,21300
"Cudahy","Los Angeles County",1987,21850
"Cudahy","Los Angeles County",1988,22350
"Cudahy","Los Angeles County",1989,22650
"Cudahy","Los Angeles County",1990,22716
"Cudahy","Los Angeles County",1991,22871
"Cudahy","Los Angeles County",1992,22857
"Cudahy","Los Angeles County",1993,23134
"Cudahy","Los Angeles County",1994,23441
"Cudahy","Los Angeles County",1995,23332
"Cudahy","Los Angeles County",1996,23381
"Cudahy","Los Angeles County",1997,23504
"Cudahy","Los Angeles County",1998,23688
"Cudahy","Los Angeles County",1999,24208
"Cudahy","Los Angeles County",2000,24507
"Cudahy","Los Angeles County",2001,24651
"Cudahy","Los Angeles County",2002,24719
"Cudahy","Los Angeles County",2003,24672
"Cudahy","Los Angeles County",2004,24506
"Cudahy","Los Angeles County",2005,24173
"Cudahy","Los Angeles County",2006,24053
"Cudahy","Los Angeles County",2007,23929
"Cudahy","Los Angeles County",2008,23826
"Cudahy","Los Angeles County",2009,23805
"Cudahy","Los Angeles County",2010,23928
"Cudahy","Los Angeles County",2011,24077
"Cudahy","Los Angeles County",2012,24196
"Cudahy","Los Angeles County",2013,24293
"Cudahy","Los Angeles County",2014,24368
"Cudahy","Los Angeles County",2015,24374
"Cudahy","Los Angeles County",2016,24328
"Cudahy","Los Angeles County",2017,24343
"Culver City","Los Angeles County",1980,38050
"Culver City","Los Angeles County",1981,38350
"Culver City","Los Angeles County",1982,38550
"Culver City","Los Angeles County",1983,38650
"Culver City","Los Angeles County",1984,38700
"Culver City","Los Angeles County",1985,39350
"Culver City","Los Angeles County",1986,39500
"Culver City","Los Angeles County",1987,39650
"Culver City","Los Angeles County",1988,39400
"Culver City","Los Angeles County",1989,39550
"Culver City","Los Angeles County",1990,38214
"Culver City","Los Angeles County",1991,38167
"Culver City","Los Angeles County",1992,38271
"Culver City","Los Angeles County",1993,37979
"Culver City","Los Angeles County",1994,38296
"Culver City","Los Angeles County",1995,38005
"Culver City","Los Angeles County",1996,37939
"Culver City","Los Angeles County",1997,38074
"Culver City","Los Angeles County",1998,38322
"Culver City","Los Angeles County",1999,38816
"Culver City","Los Angeles County",2000,39089
"Culver City","Los Angeles County",2001,39367
"Culver City","Los Angeles County",2002,39554
"Culver City","Los Angeles County",2003,39635
"Culver City","Los Angeles County",2004,39547
"Culver City","Los Angeles County",2005,39283
"Culver City","Los Angeles County",2006,39048
"Culver City","Los Angeles County",2007,38915
"Culver City","Los Angeles County",2008,38874
"Culver City","Los Angeles County",2009,38883
"Culver City","Los Angeles County",2010,39018
"Culver City","Los Angeles County",2011,39254
"Culver City","Los Angeles County",2012,39444
"Culver City","Los Angeles County",2013,39750
"Culver City","Los Angeles County",2014,39859
"Culver City","Los Angeles County",2015,39893
"Culver City","Los Angeles County",2016,39847
"Culver City","Los Angeles County",2017,39860
"Diamond Bar","Los Angeles County",1980,NA
"Diamond Bar","Los Angeles County",1981,NA
"Diamond Bar","Los Angeles County",1982,NA
"Diamond Bar","Los Angeles County",1983,NA
"Diamond Bar","Los Angeles County",1984,NA
"Diamond Bar","Los Angeles County",1985,NA
"Diamond Bar","Los Angeles County",1986,NA
"Diamond Bar","Los Angeles County",1987,NA
"Diamond Bar","Los Angeles County",1988,NA
"Diamond Bar","Los Angeles County",1989,53900
"Diamond Bar","Los Angeles County",1990,53103
"Diamond Bar","Los Angeles County",1991,53179
"Diamond Bar","Los Angeles County",1992,53617
"Diamond Bar","Los Angeles County",1993,53449
"Diamond Bar","Los Angeles County",1994,54150
"Diamond Bar","Los Angeles County",1995,54047
"Diamond Bar","Los Angeles County",1996,54197
"Diamond Bar","Los Angeles County",1997,54544
"Diamond Bar","Los Angeles County",1998,55177
"Diamond Bar","Los Angeles County",1999,56287
"Diamond Bar","Los Angeles County",2000,56508
"Diamond Bar","Los Angeles County",2001,56927
"Diamond Bar","Los Angeles County",2002,57173
"Diamond Bar","Los Angeles County",2003,57082
"Diamond Bar","Los Angeles County",2004,56703
"Diamond Bar","Los Angeles County",2005,56110
"Diamond Bar","Los Angeles County",2006,55789
"Diamond Bar","Los Angeles County",2007,55610
"Diamond Bar","Los Angeles County",2008,55379
"Diamond Bar","Los Angeles County",2009,55544
"Diamond Bar","Los Angeles County",2010,55748
"Diamond Bar","Los Angeles County",2011,56095
"Diamond Bar","Los Angeles County",2012,56328
"Diamond Bar","Los Angeles County",2013,56510
"Diamond Bar","Los Angeles County",2014,56653
"Diamond Bar","Los Angeles County",2015,57069
"Diamond Bar","Los Angeles County",2016,57245
"Diamond Bar","Los Angeles County",2017,57460
"Downey","Los Angeles County",1980,83200
"Downey","Los Angeles County",1981,83800
"Downey","Los Angeles County",1982,85000
"Downey","Los Angeles County",1983,85900
"Downey","Los Angeles County",1984,86900
"Downey","Los Angeles County",1985,88100
"Downey","Los Angeles County",1986,89300
"Downey","Los Angeles County",1987,89700
"Downey","Los Angeles County",1988,90300
"Downey","Los Angeles County",1989,91200
"Downey","Los Angeles County",1990,91968
"Downey","Los Angeles County",1991,93324
"Downey","Los Angeles County",1992,95002
"Downey","Los Angeles County",1993,96723
"Downey","Los Angeles County",1994,99205
"Downey","Los Angeles County",1995,99969
"Downey","Los Angeles County",1996,101128
"Downey","Los Angeles County",1997,102725
"Downey","Los Angeles County",1998,104517
"Downey","Los Angeles County",1999,107323
"Downey","Los Angeles County",2000,108411
"Downey","Los Angeles County",2001,109705
"Downey","Los Angeles County",2002,110598
"Downey","Los Angeles County",2003,111393
"Downey","Los Angeles County",2004,111416
"Downey","Los Angeles County",2005,111009
"Downey","Los Angeles County",2006,110858
"Downey","Los Angeles County",2007,110860
"Downey","Los Angeles County",2008,111254
"Downey","Los Angeles County",2009,111772
"Downey","Los Angeles County",2010,111923
"Downey","Los Angeles County",2011,112606
"Downey","Los Angeles County",2012,113028
"Downey","Los Angeles County",2013,113349
"Downey","Los Angeles County",2014,113636
"Downey","Los Angeles County",2015,113521
"Downey","Los Angeles County",2016,113670
"Downey","Los Angeles County",2017,114146
"Duarte","Los Angeles County",1980,17750
"Duarte","Los Angeles County",1981,18500
"Duarte","Los Angeles County",1982,19050
"Duarte","Los Angeles County",1983,19400
"Duarte","Los Angeles County",1984,19500
"Duarte","Los Angeles County",1985,19850
"Duarte","Los Angeles County",1986,20250
"Duarte","Los Angeles County",1987,20150
"Duarte","Los Angeles County",1988,20250
"Duarte","Los Angeles County",1989,20400
"Duarte","Los Angeles County",1990,20642
"Duarte","Los Angeles County",1991,20679
"Duarte","Los Angeles County",1992,20713
"Duarte","Los Angeles County",1993,20709
"Duarte","Los Angeles County",1994,20996
"Duarte","Los Angeles County",1995,20906
"Duarte","Los Angeles County",1996,20915
"Duarte","Los Angeles County",1997,21113
"Duarte","Los Angeles County",1998,21075
"Duarte","Los Angeles County",1999,21488
"Duarte","Los Angeles County",2000,21572
"Duarte","Los Angeles County",2001,21714
"Duarte","Los Angeles County",2002,21772
"Duarte","Los Angeles County",2003,21764
"Duarte","Los Angeles County",2004,21726
"Duarte","Los Angeles County",2005,21775
"Duarte","Los Angeles County",2006,21617
"Duarte","Los Angeles County",2007,21356
"Duarte","Los Angeles County",2008,21409
"Duarte","Los Angeles County",2009,21321
"Duarte","Los Angeles County",2010,21421
"Duarte","Los Angeles County",2011,21564
"Duarte","Los Angeles County",2012,21704
"Duarte","Los Angeles County",2013,21788
"Duarte","Los Angeles County",2014,21914
"Duarte","Los Angeles County",2015,22034
"Duarte","Los Angeles County",2016,21999
"Duarte","Los Angeles County",2017,22013
"El Monte","Los Angeles County",1980,82900
"El Monte","Los Angeles County",1981,87000
"El Monte","Los Angeles County",1982,90500
"El Monte","Los Angeles County",1983,93700
"El Monte","Los Angeles County",1984,96200
"El Monte","Los Angeles County",1985,98200
"El Monte","Los Angeles County",1986,100400
"El Monte","Los Angeles County",1987,101600
"El Monte","Los Angeles County",1988,104200
"El Monte","Los Angeles County",1989,105800
"El Monte","Los Angeles County",1990,107476
"El Monte","Los Angeles County",1991,108852
"El Monte","Los Angeles County",1992,109438
"El Monte","Los Angeles County",1993,109306
"El Monte","Los Angeles County",1994,110100
"El Monte","Los Angeles County",1995,110122
"El Monte","Los Angeles County",1996,111026
"El Monte","Los Angeles County",1997,111882
"El Monte","Los Angeles County",1998,113445
"El Monte","Los Angeles County",1999,115965
"El Monte","Los Angeles County",2000,116235
"El Monte","Los Angeles County",2001,116785
"El Monte","Los Angeles County",2002,117764
"El Monte","Los Angeles County",2003,117851
"El Monte","Los Angeles County",2004,118295
"El Monte","Los Angeles County",2005,116901
"El Monte","Los Angeles County",2006,115996
"El Monte","Los Angeles County",2007,114920
"El Monte","Los Angeles County",2008,114434
"El Monte","Los Angeles County",2009,113475
"El Monte","Los Angeles County",2010,114193
"El Monte","Los Angeles County",2011,114922
"El Monte","Los Angeles County",2012,115487
"El Monte","Los Angeles County",2013,116012
"El Monte","Los Angeles County",2014,116472
"El Monte","Los Angeles County",2015,116927
"El Monte","Los Angeles County",2016,116942
"El Monte","Los Angeles County",2017,117204
"El Segundo","Los Angeles County",1980,13800
"El Segundo","Los Angeles County",1981,13800
"El Segundo","Los Angeles County",1982,14050
"El Segundo","Los Angeles County",1983,14250
"El Segundo","Los Angeles County",1984,14450
"El Segundo","Los Angeles County",1985,14850
"El Segundo","Los Angeles County",1986,14850
"El Segundo","Los Angeles County",1987,15100
"El Segundo","Los Angeles County",1988,15050
"El Segundo","Los Angeles County",1989,15250
"El Segundo","Los Angeles County",1990,15066
"El Segundo","Los Angeles County",1991,15165
"El Segundo","Los Angeles County",1992,15337
"El Segundo","Los Angeles County",1993,15361
"El Segundo","Los Angeles County",1994,15525
"El Segundo","Los Angeles County",1995,15497
"El Segundo","Los Angeles County",1996,15543
"El Segundo","Los Angeles County",1997,15636
"El Segundo","Los Angeles County",1998,15766
"El Segundo","Los Angeles County",1999,16033
"El Segundo","Los Angeles County",2000,16200
"El Segundo","Los Angeles County",2001,16363
"El Segundo","Los Angeles County",2002,16506
"El Segundo","Los Angeles County",2003,16612
"El Segundo","Los Angeles County",2004,16649
"El Segundo","Los Angeles County",2005,16600
"El Segundo","Los Angeles County",2006,16599
"El Segundo","Los Angeles County",2007,16547
"El Segundo","Los Angeles County",2008,16581
"El Segundo","Los Angeles County",2009,16654
"El Segundo","Los Angeles County",2010,16565
"El Segundo","Los Angeles County",2011,16665
"El Segundo","Los Angeles County",2012,16692
"El Segundo","Los Angeles County",2013,16706
"El Segundo","Los Angeles County",2014,16774
"El Segundo","Los Angeles County",2015,16756
"El Segundo","Los Angeles County",2016,16777
"El Segundo","Los Angeles County",2017,16784
"Gardena","Los Angeles County",1980,45500
"Gardena","Los Angeles County",1981,46150
"Gardena","Los Angeles County",1982,46950
"Gardena","Los Angeles County",1983,47550
"Gardena","Los Angeles County",1984,48150
"Gardena","Los Angeles County",1985,48650
"Gardena","Los Angeles County",1986,49150
"Gardena","Los Angeles County",1987,49650
"Gardena","Los Angeles County",1988,49600
"Gardena","Los Angeles County",1989,49800
"Gardena","Los Angeles County",1990,51777
"Gardena","Los Angeles County",1991,52511
"Gardena","Los Angeles County",1992,53054
"Gardena","Los Angeles County",1993,53232
"Gardena","Los Angeles County",1994,53098
"Gardena","Los Angeles County",1995,55439
"Gardena","Los Angeles County",1996,55631
"Gardena","Los Angeles County",1997,56036
"Gardena","Los Angeles County",1998,56571
"Gardena","Los Angeles County",1999,57746
"Gardena","Los Angeles County",2000,58373
"Gardena","Los Angeles County",2001,59082
"Gardena","Los Angeles County",2002,59320
"Gardena","Los Angeles County",2003,59468
"Gardena","Los Angeles County",2004,59277
"Gardena","Los Angeles County",2005,59235
"Gardena","Los Angeles County",2006,59095
"Gardena","Los Angeles County",2007,58841
"Gardena","Los Angeles County",2008,58834
"Gardena","Los Angeles County",2009,58829
"Gardena","Los Angeles County",2010,59164
"Gardena","Los Angeles County",2011,59593
"Gardena","Los Angeles County",2012,60041
"Gardena","Los Angeles County",2013,60488
"Gardena","Los Angeles County",2014,60692
"Gardena","Los Angeles County",2015,60918
"Gardena","Los Angeles County",2016,60987
"Gardena","Los Angeles County",2017,61246
"Glendale","Los Angeles County",1980,140600
"Glendale","Los Angeles County",1981,144100
"Glendale","Los Angeles County",1982,148000
"Glendale","Los Angeles County",1983,150100
"Glendale","Los Angeles County",1984,153100
"Glendale","Los Angeles County",1985,155900
"Glendale","Los Angeles County",1986,159200
"Glendale","Los Angeles County",1987,164300
"Glendale","Los Angeles County",1988,174700
"Glendale","Los Angeles County",1989,178800
"Glendale","Los Angeles County",1990,181754
"Glendale","Los Angeles County",1991,183606
"Glendale","Los Angeles County",1992,186090
"Glendale","Los Angeles County",1993,188849
"Glendale","Los Angeles County",1994,188841
"Glendale","Los Angeles County",1995,188787
"Glendale","Los Angeles County",1996,189167
"Glendale","Los Angeles County",1997,189760
"Glendale","Los Angeles County",1998,191582
"Glendale","Los Angeles County",1999,194973
"Glendale","Los Angeles County",2000,195735
