"year","state","population","violent.crime.total","murder.and.nonnegligent.manslaughter.total","legacy.rape.total","revised.rape.total","robbery.total","aggravated.assault.total","property.crime.total","burglary.total","larceny.theft.total","motor.vehicle.theft.total","violent.nr.crime.total","aggregate.crime.total","violent.crime.rate","murder.and.nonnegligent.manslaughter.rate","legacy.rape.rate","revised.rape.rate","robbery.rate","aggravated.assault.rate","property.crime.rate","burglary.rate","larceny.theft.rate","motor.vehicle.theft.rate","violent.nr.crime.rate","aggregate.crime.rate","violent.crime.rate.chg","murder.and.nonnegligent.manslaughter.rate.chg","legacy.rape.rate.chg","revised.rape.rate.chg","robbery.rate.chg","aggravated.assault.rate.chg","property.crime.rate.chg","burglary.rate.chg","larceny.theft.rate.chg","motor.vehicle.theft.rate.chg","violent.nr.crime.rate.chg","aggregate.crime.rate.chg"
2005,"Alabama",4548327,19678,374,1564,NA,6447,11293,177393,43473,120780,13140,18114,195507,432.642595837986,8.22280368144155,34.3862699405738,NA,141.744426027416,248.289096188555,3900.18131941701,955.80199049013,2655.48189477142,288.89743415546,398.256325897412,4298.43764531442,5.62826000946365,2.61000916165037,-4.10777751405708,NA,8.2306288282891,-1.10460046641873,-129.098022074028,-31.2101355767708,-76.888350788342,-20.9995357089161,9.73603752352074,-119.361984550508
2006,"Alabama",4599030,19553,382,1646,NA,7062,10463,181249,44780,121451,15018,17907,199156,425.15486961381,8.30609932964125,35.7901557502343,NA,153.55411902075,227.504495513184,3941.02669475955,973.683581102972,2640.79599393785,326.547119718723,389.364713863576,4330.39140862312,-7.4877262241763,0.0832956481996998,1.40388580966054,NA,11.8096929933338,-20.7846006753703,40.8453753425392,17.8815906128419,-14.6859008335664,37.6496855632635,-8.89161203383685,31.953763308702
2007,"Alabama",4627851,20775,412,1548,NA,7398,11417,184082,45379,124465,14238,19227,203309,448.912464986448,8.90262024425592,33.4496508206509,NA,159.858214968459,246.701978953082,3977.69936845417,980.563116660411,2689.4772541294,307.658997664359,415.462814165798,4393.16218261997,23.7575953726384,0.596520914614668,-2.34050492958341,NA,6.30409594770941,19.1974834398978,36.672673694623,6.87953555743945,48.6812601915485,-18.8881220543646,26.098100302222,62.7707739968446
2008,"Alabama",4661900,21110,351,1618,NA,7346,11795,190416,50411,126539,13466,19492,209908,452.819665801497,7.5291190287222,34.7068791694374,NA,157.575237564083,253.008430039254,4084.51489735945,1081.34022608808,2714.32248653982,288.852184731547,418.11278663206,4502.62768399151,3.90720081504895,-1.37350121553372,1.25722834878648,NA,-2.28297740437614,6.3064510861723,106.815528905276,100.777109427664,24.8452324104223,-18.8068129328115,2.6499724662624,109.465501371538
2009,"Alabama",4708708,21194,322,1504,NA,6265,13103,178007,48844,118072,11091,19690,197697,450.102236112326,6.83839388639092,31.9408211339501,NA,133.051359311302,278.271661780684,3780.37882153661,1037.31214592198,2507.52435699984,235.542318614788,418.161414978376,4198.54023651498,-2.7174296891709,-0.690725142331279,-2.76605803548724,NA,-24.5238782527818,25.2632317414294,-304.136075822837,-44.0280801660942,-206.798129539984,-53.3098661167595,0.0486283463162636,-304.087447476521
2010,"Alabama",4785401,18363,275,1355,NA,4864,11869,168828,42484,115564,10780,17008,185836,383.729597582313,5.74664484752688,28.3152864305416,NA,101.642474684985,248.02519161926,3527.98020479371,887.783489826662,2414.92823694399,225.268478023054,355.414311151772,3883.39451594548,-66.372638530013,-1.09174903886403,-3.62553470340856,NA,-31.4088846263169,-30.2464701614235,-252.398616742903,-149.528656095319,-92.5961200558509,-10.2738405917339,-62.7471038266044,-315.145720569508
2011,"Alabama",4803689,20166,299,1370,NA,4906,13591,173192,51119,111411,10662,18796,191988,419.8023643912,6.2243829690057,28.5197480519659,NA,102.12984229412,282.928391076108,3605.39576979276,1064.16131435653,2319.28003665516,221.954418781066,391.282616339234,3996.67838613199,36.0727668088869,0.477738121478811,0.204461621424336,NA,0.487367609135603,34.903199456848,77.4155649990525,176.377824529867,-95.648200288826,-3.31405924198788,35.8683051874625,113.283870186515
2012,"Alabama",4817528,21693,342,1296,NA,5020,15035,168878,47481,111523,9874,20397,189275,450.293179406534,7.09907653883901,26.9017637261268,NA,104.202819371263,312.089519770305,3505.49078282472,985.588459475482,2314.94243520743,204.959888141802,423.391415680407,3928.88219850513,30.4908150153336,0.874693569833311,-1.61798432583914,NA,2.07297707714238,29.161128694197,-99.9049869680393,-78.5728548810469,-4.3376014477285,-16.9945306392638,32.1087993411728,-67.796187626866
2013,"Alabama",4833996,20834,346,1449,2055,4645,13788,161835,42410,108862,10563,18779,180614,430.989185758532,7.15763935261841,29.9752006414569,42.5114129180082,96.0902739679553,285.22985951995,3347.85134286416,877.327991169211,2252.00848325071,218.514868444244,388.477772840524,3736.32911570469,-19.3039936480019,0.0585628137794076,3.07343691533012,NA,-8.11254540330731,-26.8596602503554,-157.639439960554,-108.260468306271,-62.9339519567238,13.5549803024414,-34.9136428398834,-192.553082800438
2014,"Alabama",4849377,20727,276,1436,2005,4701,13745,154094,39715,104238,10141,18722,172816,427.41572783473,5.69145273712479,29.6120511975043,41.3455171664319,96.9402873812451,283.438470549928,3177.60405099459,818.97117918446,2149.51322613193,209.119645678197,386.070210668298,3563.67426166289,-3.57345792380175,-1.46618661549362,-0.363149443952544,-1.16589575157631,0.850013413289773,-1.79138897002161,-170.247291869573,-58.3568119847504,-102.495257118776,-9.3952227660462,-2.40756217222543,-172.654854041798
2015,"Alabama",4853875,22957,348,1449,2037,4612,15960,144785,35265,99182,10338,20920,165705,472.962323916459,7.16952949962659,29.8524374855141,41.9664700883315,95.0168679663156,328.809456362185,2982.87450748114,726.532924725091,2043.3571115861,212.984471169942,430.995853828127,3413.87036130926,45.5465960817285,1.4780767625018,0.240386288009809,0.620952921899587,-1.92341941492948,45.3709858122565,-194.729543513456,-92.4382544593695,-106.15611454583,3.86482549174409,44.9256431598288,-149.803900353627
2016,"Alabama",4860545,25878,407,NA,1915,4687,18869,143259,34045,97498,11716,23963,167222,532.409431452646,8.37354658788263,NA,39.3988739945829,96.4295156201619,388.207495250018,2947.38552981199,700.435856472885,2005.90674502551,241.042928313594,493.010557458063,3440.39608727005,59.4471075361872,1.20401708825605,NA,-2.56759609374857,1.41264765384636,59.3980388878334,-35.4889776691502,-26.0970682522055,-37.4503665605978,28.058457143653,62.0147036299358,26.5257259607861
2017,"Alabama",4874747,25551,404,NA,2028,4217,18902,144160,31477,99842,12841,23523,167683,524.150278978581,8.28760959286708,NA,41.6021590453823,86.5070535968328,387.753456743499,2957.28168046465,645.715562264052,2048.14731923523,263.418798965362,482.548119933199,3439.82980039785,-8.25915247406499,-0.0859369950155582,NA,2.20328505079934,-9.92246202332912,-0.454038506519566,9.89615065266162,-54.7202942088334,42.2405742097278,22.3758706517672,-10.4624375248642,-0.566286872202454
1985,"Alaska",521000,3031,51,402,NA,484,2094,27588,6209,18220,3159,2629,30217,581.765834932821,9.78886756238004,77.1593090211132,NA,92.8982725527831,401.919385796545,5295.20153550864,1191.74664107486,3497.12092130518,606.333973128599,504.606525911708,5799.80806142035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
