"county","year","total.pop","property.sum","violent.nr.sum","totalcrime.sum","st.le.sum","cnty.le.sum","prosecution.sum","publicdefense.sum","probationdept.sum","st.le.sum_per.crime","cnty.le.sum_per.crime","prosecution.sum_per.crime","publicdefense.sum_per.crime","probationdept.sum_per.crime"
"Santa Barbara",2010,423895,8703,1710,10413,1077,1077,133,68,347,1034.28406799193,1034.28406799193,127.724959185633,65.3029866513013,333.237299529434
"Santa Barbara",2011,426058,9083,1527,10610,1084,1084,133,64,309,1021.67766258247,1021.67766258247,125.353440150801,60.320452403393,291.234684260132
"Santa Barbara",2012,430827,10164,1497,11661,1053,1053,120,64,365,903.010033444816,903.010033444816,102.907126318498,54.8838007031987,313.00917588543
"Santa Barbara",2013,435980,9824,1263,11087,1096,1096,120,62,355,988.545142960224,988.545142960224,108.234869667178,55.9213493280418,320.194822765401
"Santa Barbara",2014,440628,9088,1127,10215,1117,1117,123,62,328,1093.48996573666,1093.48996573666,120.411160058737,60.69505628977,321.096426823299
"Santa Barbara",2015,443927,9122,1171,10293,1106,1106,127,60,325,1074.516661809,1074.516661809,123.384824638104,58.2920431361119,315.748566987273
"Santa Barbara",2016,446296,9779,1283,11062,1133,1133,128,60,367,1024.22708371,1024.22708371,115.711444585066,54.2397396492497,331.766407521244
"Santa Barbara",2017,448150,8742,1275,10017,1147,1147,128,70,324,1145.05340920435,1145.05340920435,127.782769292203,69.8812019566736,323.45013477089
"Santa Clara",2003,1663592,41767,4872,46639,3872,3872,495,207,830,830.206479555737,830.206479555737,106.134351079569,44.3834559060014,177.962649284933
"Santa Clara",2004,1663167,43957,4636,48593,3697,3697,471,205,783,760.809170045068,760.809170045068,96.9275410038483,42.1871462967917,161.13431975799
"Santa Clara",2005,1675312,44995,4944,49939,3727,3727,497,206,819,746.310498808546,746.310498808546,99.5214161276758,41.2503253969843,164.000080097719
"Santa Clara",2006,1691159,46820,5108,51928,3756,3756,494,200,845,723.309197350177,723.309197350177,95.1317208442459,38.5148667385611,162.725311970421
"Santa Clara",2007,1712026,44312,5213,49525,3808,3808,530,207,851,768.904593639576,768.904593639576,107.016658253407,41.7970721857648,171.832407874811
"Santa Clara",2008,1740964,42441,5100,47541,3780,3780,493,202,863,795.103174102354,795.103174102354,103.699964241392,42.4896405208136,181.527523611199
"Santa Clara",2009,1765137,42753,4626,47379,3731,3731,469,200,889,787.479685092552,787.479685092552,98.9890035669812,42.212794698073,187.635872432934
"Santa Clara",2010,1781642,40448,4289,44737,3619,3619,498,225,863,808.95008605852,808.95008605852,111.317254174397,50.2939401390348,192.905201511053
"Santa Clara",2011,1813812,38970,4212,43182,4284,4284,489,217,842,992.080033347228,992.080033347228,113.241628456301,50.2524199898106,194.988652679357
"Santa Clara",2012,1841868,47992,4540,52532,4205,4205,459,245,865,800.464478793878,800.464478793878,87.3753140942663,46.6382395492271,164.661539632986
"Santa Clara",2013,1870935,44475,4145,48620,4259,4259,482,238,883,875.976964212258,875.976964212258,99.1361579596874,48.951048951049,181.612505141917
"Santa Clara",2014,1896246,43084,4202,47286,4283,4283,507,243,893,905.764919849427,905.764919849427,107.21989595229,51.3894175866007,188.85082265364
"Santa Clara",2015,1919220,45140,4235,49375,4239,4239,517,257,897,858.53164556962,858.53164556962,104.708860759494,52.0506329113924,181.670886075949
"Santa Clara",2016,1931575,42797,4783,47580,4295,4295,517,257,897,902.690205968894,902.690205968894,108.659100462379,54.0142917192098,188.524590163934
"Santa Clara",2017,1938153,44954,5196,50150,4352,4352,587,260,929,867.796610169492,867.796610169492,117.048853439681,51.8444666001994,185.244267198405
"Santa Cruz",2003,253021,9865,1166,11031,637,637,87,NA,139,577.46351192095,577.46351192095,78.8686429154202,NA,126.008521439579
"Santa Cruz",2004,252356,9397,1074,10471,607,607,84,NA,118,579.69630407793,579.69630407793,80.2215643205043,NA,112.692197497851
"Santa Cruz",2005,251377,10255,1043,11298,605,605,81,NA,114,535.493007611967,535.493007611967,71.6941051513542,NA,100.902814657461
"Santa Cruz",2006,251616,9936,987,10923,600,600,85,NA,123,549.299642955232,549.299642955232,77.8174494186579,NA,112.606426805823
"Santa Cruz",2007,253304,8866,1159,10025,609,609,86,NA,132,607.481296758105,607.481296758105,85.785536159601,NA,131.670822942643
"Santa Cruz",2008,256520,7882,1170,9052,656,656,91,NA,132,724.701723376049,724.701723376049,100.53026955369,NA,145.824127264693
"Santa Cruz",2009,260009,9059,1136,10195,638,638,93,NA,125,625.796959293771,625.796959293771,91.2211868563021,NA,122.609122118686
"Santa Cruz",2010,262382,8267,1245,9512,605,605,92,NA,111,636.038687973087,636.038687973087,96.7199327165686,NA,116.694701429773
"Santa Cruz",2011,265103,8744,1094,9838,596,596,81,NA,104,605.814189875991,605.814189875991,82.3338076844887,NA,105.712543199837
"Santa Cruz",2012,266794,8709,965,9674,559,559,82,NA,112,577.837502584246,577.837502584246,84.7632830266694,NA,115.774240231548
"Santa Cruz",2013,269395,8140,924,9064,573,573,82,0,124,632.171226831421,632.171226831421,90.4677846425419,0,136.804942630185
"Santa Cruz",2014,271529,8121,1029,9150,585,585,83,0,127,639.344262295082,639.344262295082,90.7103825136612,0,138.79781420765
"Santa Cruz",2015,274299,9282,1053,10335,585,585,85,0,123,566.037735849057,566.037735849057,82.2447992259313,0,119.013062409289
"Santa Cruz",2016,275196,9485,981,10466,617,617,94,0,124,589.527995413721,589.527995413721,89.8146378750239,0,118.478884005351
"Santa Cruz",2017,275897,8947,900,9847,621,621,99,0,126,630.648928607698,630.648928607698,100.53823499543,0,127.957753630547
"Shasta",2003,173202,5084,655,5739,433,433,76,NA,126,754.486844397979,754.486844397979,132.427252134518,NA,219.55044432828
"Shasta",2004,174867,5793,795,6588,424,424,77,NA,108,643.594414086217,643.594414086217,116.879174256223,NA,163.934426229508
"Shasta",2005,175615,6025,732,6757,420,420,65,NA,108,621.577623205565,621.577623205565,96.1965369246707,NA,159.834245967145
"Shasta",2006,176166,4986,554,5540,393,393,70,NA,121,709.386281588448,709.386281588448,126.353790613718,NA,218.41155234657
"Shasta",2007,176548,4226,740,4966,438,438,80,NA,128,881.997583568264,881.997583568264,161.095449053564,NA,257.752718485703
"Shasta",2008,177247,5013,1041,6054,441,441,79,NA,129,728.444003964321,728.444003964321,130.492236537826,NA,213.082259663033
"Shasta",2009,177279,4640,1169,5809,396,396,68,NA,129,681.700809089344,681.700809089344,117.05973489413,NA,222.069202960923
"Shasta",2010,177223,4782,1337,6119,401,401,72,NA,92,655.33583918941,655.33583918941,117.666285340742,NA,150.351364602059
"Shasta",2011,177595,4954,1204,6158,386,386,59,NA,96,626.826891848003,626.826891848003,95.8103280285807,NA,155.894771029555
"Shasta",2012,177917,6280,1201,7481,384,384,64,NA,117,513.300360914316,513.300360914316,85.550060152386,NA,156.396203716081
"Shasta",2013,178445,5894,1066,6960,393,393,60,0,119,564.655172413793,564.655172413793,86.2068965517241,0,170.977011494253
"Shasta",2014,178983,5705,1164,6869,389,389,62,0,123,566.312418110351,566.312418110351,90.2605910612899,0,179.06536613772
"Shasta",2015,178472,5851,1277,7128,387,387,64,0,108,542.929292929293,542.929292929293,89.7867564534231,0,151.515151515152
"Shasta",2016,178774,5561,1183,6744,392,392,52,0,108,581.257413997628,581.257413997628,77.1055753262159,0,160.142348754448
"Shasta",2017,179921,5645,1107,6752,370,370,67,0,114,547.985781990521,547.985781990521,99.2298578199052,0,168.838862559242
"Sierra",2003,3511,47,15,62,17,17,2,NA,5,2741.93548387097,2741.93548387097,322.58064516129,NA,806.451612903226
"Sierra",2004,3430,61,13,74,16,16,2,NA,5,2162.16216216216,2162.16216216216,270.27027027027,NA,675.675675675676
"Sierra",2005,3378,54,7,61,15,15,2,NA,4,2459.01639344262,2459.01639344262,327.868852459016,NA,655.737704918033
"Sierra",2006,3424,63,8,71,15,15,3,NA,4,2112.67605633803,2112.67605633803,422.535211267606,NA,563.380281690141
"Sierra",2007,3373,73,15,88,15,15,2,NA,5,1704.54545454545,1704.54545454545,227.272727272727,NA,568.181818181818
"Sierra",2008,3320,35,8,43,15,15,2,NA,5,3488.37209302326,3488.37209302326,465.116279069767,NA,1162.79069767442
"Sierra",2009,3248,43,13,56,14,14,3,NA,5,2500,2500,535.714285714286,NA,892.857142857143
"Sierra",2010,3240,46,19,65,15,15,2,NA,3,2307.69230769231,2307.69230769231,307.692307692308,NA,461.538461538462
"Sierra",2011,3100,56,5,61,16,16,2,NA,3,2622.95081967213,2622.95081967213,327.868852459016,NA,491.803278688525
"Sierra",2012,3068,55,17,72,16,16,2,NA,2,2222.22222222222,2222.22222222222,277.777777777778,NA,277.777777777778
"Sierra",2013,3030,77,7,84,16,16,2,0,2,1904.7619047619,1904.7619047619,238.095238095238,0,238.095238095238
"Sierra",2014,2979,29,11,40,15,15,2,0,4,3750,3750,500,0,1000
"Sierra",2015,2994,33,3,36,14,14,2,0,4,3888.88888888889,3888.88888888889,555.555555555556,0,1111.11111111111
"Sierra",2016,2964,26,14,40,17,17,2,0,4,4250,4250,500,0,1000
"Sierra",2017,2999,28,5,33,13,13,2,0,4,3939.39393939394,3939.39393939394,606.060606060606,0,1212.12121212121
"Siskiyou",2003,44287,1122,85,1207,197,197,27,6,35,1632.14581607291,1632.14581607291,223.695111847556,49.7100248550124,289.975144987572
"Siskiyou",2004,44394,1012,130,1142,187,187,27,6,33,1637.47810858144,1637.47810858144,236.427320490368,52.5394045534151,288.966725043783
"Siskiyou",2005,44641,1147,118,1265,193,193,25,4,32,1525.69169960474,1525.69169960474,197.628458498024,31.6205533596838,252.96442687747
"Siskiyou",2006,44487,868,136,1004,192,192,28,8,39,1912.35059760956,1912.35059760956,278.884462151394,79.6812749003984,388.446215139442
"Siskiyou",2007,44465,880,137,1017,194,194,26,7,40,1907.57128810226,1907.57128810226,255.653883972468,68.8298918387414,393.313667649951
"Siskiyou",2008,44780,800,134,934,182,182,28,8,41,1948.60813704497,1948.60813704497,299.785867237687,85.6531049250535,438.972162740899
"Siskiyou",2009,44788,806,165,971,169,169,24,7,39,1740.47373841401,1740.47373841401,247.167868177137,72.0906282183316,401.647785787848
"Siskiyou",2010,44900,849,128,977,156,156,20,7,33,1596.72466734903,1596.72466734903,204.708290685773,71.6479017400205,337.768679631525
"Siskiyou",2011,44614,863,143,1006,155,155,13,7,32,1540.75546719682,1540.75546719682,129.224652087475,69.5825049701789,318.091451292246
"Siskiyou",2012,44082,819,92,911,156,156,24,8,32,1712.40395170143,1712.40395170143,263.44676180022,87.8155872667399,351.262349066959
"Siskiyou",2013,43543,773,108,881,146,146,24,8,36,1657.2077185017,1657.2077185017,272.417707150965,90.8059023836549,408.626560726447
"Siskiyou",2014,43390,724,131,855,151,151,24,8,36,1766.08187134503,1766.08187134503,280.701754385965,93.5672514619883,421.052631578947
"Siskiyou",2015,43351,793,121,914,152,152,24,6,37,1663.01969365427,1663.01969365427,262.582056892779,65.6455142231948,404.814004376368
"Siskiyou",2016,43511,876,150,1026,160,160,22,8,39,1559.45419103314,1559.45419103314,214.424951267057,77.9727095516569,380.116959064327
"Siskiyou",2017,43853,800,161,961,153,153,22,8,39,1592.09157127992,1592.09157127992,228.928199791883,83.2466181061395,405.82726326743
"Solano",2003,408409,15603,2093,17696,1155,1155,129,71,240,652.689873417722,652.689873417722,72.8978300180832,40.122061482821,135.623869801085
"Solano",2004,409301,12815,1885,14700,1089,1089,128,71,237,740.816326530612,740.816326530612,87.0748299319728,48.2993197278912,161.224489795918
"Solano",2005,408181,10346,1346,11692,1101,1101,123,82,271,941.669517618885,941.669517618885,105.200136845706,70.1334245638043,231.782415326719
"Solano",2006,408402,15127,2402,17529,1131,1131,124,81,276,645.216498374123,645.216498374123,70.7399167094529,46.2091391408523,157.45336299846
"Solano",2007,408243,15264,2361,17625,1191,1191,137,86,290,675.744680851064,675.744680851064,77.7304964539007,48.7943262411347,164.539007092199
"Solano",2008,408972,14781,2231,17012,1120,1120,144,84,290,658.358805549024,658.358805549024,84.6461321420174,49.3769104161768,170.467905008229
"Solano",2009,410290,13270,1952,15222,1079,1079,126,83,258,708.842464853501,708.842464853501,82.7749310208908,54.5263434502693,169.491525423729
"Solano",2010,413344,12400,1741,14141,984,984,122,74,217,695.848949862103,695.848949862103,86.2739551658299,52.3301039530443,153.454494024468
"Solano",2011,416652,12087,1689,13776,983,983,102,65,169,713.55981416957,713.55981416957,74.0418118466899,47.1835075493612,122.677119628339
"Solano",2012,420267,13190,1731,14921,975,975,109,68,180,653.441458347296,653.441458347296,73.05140406139,45.5733529924268,120.635346156424
"Solano",2013,424384,13533,1922,15455,965,965,109,72,187,624.393400194112,624.393400194112,70.527337431252,46.5868650922032,120.996441281139
"Solano",2014,429993,13453,1963,15416,1029,1029,115,72,200,667.488323819408,667.488323819408,74.5978204462896,46.7047223663726,129.735339906591
"Solano",2015,434751,13012,1871,14883,1064,1064,120,57,203,714.909628435127,714.909628435127,80.6289054626083,38.298730094739,136.397231740912
"Solano",2016,440318,11719,1818,13537,1115,1115,120,57,216,823.668464209204,823.668464209204,88.6459333678067,42.1068183497082,159.562680062052
"Solano",2017,445458,12004,1933,13937,1127,1127,133,93,215,808.638874937218,808.638874937218,95.429432446007,66.728851259238,154.265623878884
"Sonoma",2003,466489,12391,1637,14028,1263,1263,117,47,281,900.342172797263,900.342172797263,83.404619332763,33.5044197319646,200.313658397491
"Sonoma",2004,466809,13303,2028,15331,1205,1205,100,47,281,785.989172265345,785.989172265345,65.2273172004435,30.6568390842085,183.288761333246
"Sonoma",2005,465938,12067,2239,14306,1235,1235,104,47,330,863.274150705997,863.274150705997,72.6967705857682,32.8533482454914,230.672445127918
"Sonoma",2006,465188,10083,1990,12073,1264,1264,108,49,256,1046.96430050526,1046.96430050526,89.4558104862089,40.5864325354096,212.043402633977
"Sonoma",2007,467356,9394,1821,11215,1320,1320,111,51,267,1176.99509585377,1176.99509585377,98.974587605885,45.4748105216228,238.074008024967
"Sonoma",2008,473091,8699,1886,10585,1304,1304,130,52,278,1231.93197921587,1231.93197921587,122.815304676429,49.1261218705716,262.635805384979
"Sonoma",2009,479479,9450,1754,11204,1253,1253,112,54,271,1118.35058907533,1118.35058907533,99.964298464834,48.1970724741164,241.877900749732
"Sonoma",2010,483878,8828,1750,10578,1201,1201,107,53,267,1135.37530724144,1135.37530724144,101.153337114766,50.1039894119871,252.41066364152
"Sonoma",2011,487822,8307,1564,9871,1130,1130,112,47,270,1144.7675007598,1144.7675007598,113.463681491237,47.6142234829298,273.528517880661
"Sonoma",2012,490740,8514,1640,10154,1097,1097,112,48,243,1080.36241875123,1080.36241875123,110.301359070317,47.2720110301359,239.314555840063
"Sonoma",2013,495007,8218,1656,9874,1086,1086,114,49,269,1099.85821348997,1099.85821348997,115.45472959287,49.6252785092161,272.432651407737
"Sonoma",2014,499563,8583,1649,10232,1131,1131,118,49,286,1105.35574667709,1105.35574667709,115.324472243941,47.8889757623143,279.515246286161
"Sonoma",2015,502096,9943,1642,11585,1123,1123,121,49,272,969.356927060855,969.356927060855,104.445403539059,42.2960725075529,234.786361674579
"Sonoma",2016,503833,7794,1586,9380,878,878,125,51,288,936.034115138593,936.034115138593,133.262260127932,54.3710021321962,307.036247334755
"Sonoma",2017,504217,7586,1727,9313,1156,1156,128,51,290,1241.27563620745,1241.27563620745,137.442284977988,54.762160420917,311.392676903254
"Stanislaus",2003,487357,26964,2940,29904,1247,1247,128,43,202,417.001070090958,417.001070090958,42.8036383092563,14.3793472445158,67.5494917067951
"Stanislaus",2004,492613,30200,2716,32916,1263,1263,121,39,226,383.703973751367,383.703973751367,36.7602381820391,11.8483412322275,68.6596184226516
"Stanislaus",2005,500020,27180,2951,30131,1229,1229,135,44,222,407.885566360227,407.885566360227,44.8043543194716,14.6029006670871,73.6782715475756
"Stanislaus",2006,504651,25230,2905,28135,1252,1252,142,45,215,444.997334281144,444.997334281144,50.4709436644749,15.9943131331082,76.4172738581838
"Stanislaus",2007,507834,25421,3068,28489,1294,1294,134,50,233,454.210396995332,454.210396995332,47.0356979886974,17.5506335778722,81.7859524728843
"Stanislaus",2008,509032,23178,2688,25866,1290,1290,136,47,260,498.724193922524,498.724193922524,52.578674708111,18.1705714064795,100.518054589036
"Stanislaus",2009,511536,21577,2599,24176,1222,1222,130,45,255,505.459960291198,505.459960291198,53.7723362011913,18.6135009927201,105.476505625414
"Stanislaus",2010,514453,20778,2537,23315,1133,1133,120,40,219,485.953248981342,485.953248981342,51.4690113660733,17.1563371220244,93.9309457430839
"Stanislaus",2011,518034,19189,2367,21556,1056,1056,108,38,211,489.886806457599,489.886806457599,50.1020597513453,17.628502505103,97.8845796993876
"Stanislaus",2012,521349,22061,2746,24807,1058,1058,104,35,222,426.492522271939,426.492522271939,41.9236505824969,14.1089208691095,89.4908695126376
"Stanislaus",2013,524625,20538,2590,23128,1063,1063,112,37,230,459.616049809754,459.616049809754,48.4261501210654,15.9979245935662,99.4465582843307
"Stanislaus",2014,529544,18559,2690,21249,1074,1074,115,37,236,505.435549908231,505.435549908231,54.1201938914772,17.4125841216057,111.064050072945
"Stanislaus",2015,535000,19782,2932,22714,1114,1114,116,40,250,490.446420709694,490.446420709694,51.0698247776702,17.6102844060932,110.064277538082
"Stanislaus",2016,541353,17918,3167,21085,1156,1156,121,40,250,548.257054778278,548.257054778278,57.3867678444392,18.9708323452691,118.567702157932
"Stanislaus",2017,547899,16789,3104,19893,1207,1207,127,43,287,606.746091590006,606.746091590006,63.8415523048308,21.6156436937616,144.271854421153
"Sutter",2003,84671,2947,289,3236,207,207,24,NA,36,639.678615574784,639.678615574784,74.1656365883807,NA,111.248454882571
"Sutter",2004,86484,3342,318,3660,208,208,24,NA,36,568.306010928962,568.306010928962,65.5737704918033,NA,98.3606557377049
"Sutter",2005,88764,3492,313,3805,197,197,24,NA,38,517.739816031537,517.739816031537,63.0749014454665,NA,99.8685939553219
"Sutter",2006,91112,3086,384,3470,219,219,25,NA,35,631.123919308357,631.123919308357,72.0461095100865,NA,100.864553314121
"Sutter",2007,92959,2900,339,3239,231,231,26,NA,38,713.183081197901,713.183081197901,80.2716887928373,NA,117.320160543378
"Sutter",2008,93855,2747,319,3066,238,238,27,NA,40,776.255707762557,776.255707762557,88.0626223091976,NA,130.463144161774
"Sutter",2009,94366,2121,292,2413,225,225,32,NA,42,932.449233319519,932.449233319519,132.615002072109,NA,174.057190219644
"Sutter",2010,94737,2476,329,2805,226,226,32,NA,43,805.704099821747,805.704099821747,114.081996434938,NA,153.297682709447
"Sutter",2011,94560,2703,315,3018,214,214,26,NA,43,709.0788601723,709.0788601723,86.1497680583168,NA,142.478462557985
"Sutter",2012,94342,2832,292,3124,215,215,25,NA,41,688.220230473752,688.220230473752,80.0256081946223,NA,131.241997439181
"Sutter",2013,94702,2938,222,3160,209,209,23,0,47,661.392405063291,661.392405063291,72.7848101265823,0,148.73417721519
"Sutter",2014,94983,2364,292,2656,213,213,23,0,48,801.957831325301,801.957831325301,86.5963855421687,0,180.722891566265
"Sutter",2015,95524,2391,283,2674,208,208,23,0,43,777.860882572924,777.860882572924,86.0134629768138,0,160.807778608826
"Sutter",2016,96058,2691,329,3020,211,211,23,0,43,698.675496688742,698.675496688742,76.158940397351,0,142.384105960265
"Sutter",2017,96648,2847,310,3157,216,216,23,0,42,684.193854925562,684.193854925562,72.8539752929997,0,133.037694013304
"Tehama",2003,58528,2046,295,2341,174,174,24,NA,61,743.272105937633,743.272105937633,102.520290474156,NA,260.572404955147
"Tehama",2004,59571,1786,398,2184,146,146,23,NA,59,668.498168498169,668.498168498169,105.311355311355,NA,270.14652014652
"Tehama",2005,60602,1906,508,2414,164,164,24,NA,58,679.37033968517,679.37033968517,99.4200497100249,NA,240.26512013256
"Tehama",2006,61587,1456,446,1902,164,164,21,NA,58,862.250262881178,862.250262881178,110.410094637224,NA,304.942166140904
"Tehama",2007,62147,1466,362,1828,164,164,24,NA,51,897.155361050328,897.155361050328,131.29102844639,NA,278.993435448578
"Tehama",2008,62648,1443,376,1819,180,180,25,NA,67,989.554700384827,989.554700384827,137.438152831226,NA,368.334249587686
"Tehama",2009,62891,1344,378,1722,173,173,25,NA,46,1004.64576074332,1004.64576074332,145.180023228804,NA,267.131242740999
"Tehama",2010,63463,1590,347,1937,169,169,24,NA,49,872.48322147651,872.48322147651,123.902942694889,NA,252.968508002065
"Tehama",2011,63347,1453,336,1789,159,159,24,NA,57,888.764673001677,888.764673001677,134.153158188932,NA,318.613750698714
"Tehama",2012,63241,1507,337,1844,159,159,22,NA,49,862.255965292842,862.255965292842,119.305856832972,NA,265.726681127983
"Tehama",2013,62916,1676,335,2011,169,169,25,0,49,840.377921432123,840.377921432123,124.316260566882,0,243.659870711089
"Tehama",2014,62820,1589,300,1889,168,168,24,0,56,889.35944944415,889.35944944415,127.051349920593,0,296.453149814717
"Tehama",2015,63128,1663,309,1972,167,167,24,0,61,846.855983772819,846.855983772819,121.703853955375,0,309.330628803245
"Tehama",2016,63444,1937,329,2266,170,170,26,0,63,750.220653133274,750.220653133274,114.739629302736,0,278.022947925861
"Tehama",2017,63926,1823,222,2045,178,178,23,0,59,870.41564792176,870.41564792176,112.469437652812,0,288.508557457213
"Trinity",2003,13210,209,47,256,27,27,12,NA,22,1054.6875,1054.6875,468.75,NA,859.375
"Trinity",2004,13159,205,53,258,34,34,10,NA,17,1317.82945736434,1317.82945736434,387.596899224806,NA,658.914728682171
"Trinity",2005,13440,189,30,219,39,39,9,NA,17,1780.82191780822,1780.82191780822,410.958904109589,NA,776.255707762557
"Trinity",2006,13634,185,19,204,38,38,9,NA,24,1862.74509803922,1862.74509803922,441.176470588235,NA,1176.47058823529
"Trinity",2007,13648,139,20,159,41,41,9,NA,23,2578.61635220126,2578.61635220126,566.037735849057,NA,1446.54088050314
"Trinity",2008,13656,86,21,107,36,36,10,NA,24,3364.48598130841,3364.48598130841,934.579439252336,NA,2242.99065420561
"Trinity",2009,13762,152,22,174,32,32,7,NA,21,1839.08045977011,1839.08045977011,402.298850574713,NA,1206.89655172414
"Trinity",2010,13786,134,30,164,31,31,8,NA,20,1890.24390243902,1890.24390243902,487.80487804878,NA,1219.51219512195
"Trinity",2011,13677,138,29,167,34,34,9,NA,21,2035.92814371257,2035.92814371257,538.922155688623,NA,1257.48502994012
"Trinity",2012,13482,187,18,205,40,40,11,NA,21,1951.21951219512,1951.21951219512,536.585365853659,NA,1024.39024390244
"Trinity",2013,13422,139,29,168,40,40,10,0,24,2380.95238095238,2380.95238095238,595.238095238095,0,1428.57142857143
"Trinity",2014,13122,174,31,205,40,40,7,0,21,1951.21951219512,1951.21951219512,341.463414634146,0,1024.39024390244
"Trinity",2015,13092,244,28,272,42,42,10,0,16,1544.11764705882,1544.11764705882,367.647058823529,0,588.235294117647
"Trinity",2016,12839,299,63,362,44,44,8,0,16,1215.46961325967,1215.46961325967,220.994475138122,0,441.988950276243
"Trinity",2017,12709,254,72,326,47,47,11,0,16,1441.71779141104,1441.71779141104,337.423312883436,0,490.79754601227
"Tulare",2003,388743,17775,2436,20211,1006,1006,183,65,315,497.748750680323,497.748750680323,90.5447528573549,32.1607045668201,155.855722131513
"Tulare",2004,398226,19835,2509,22344,1042,1042,183,65,304,466.344432509846,466.344432509846,81.9011815252417,29.0905836018618,136.054421768707
"Tulare",2005,407970,20270,2643,22913,1070,1070,169,69,301,466.983808318422,466.983808318422,73.7572557063676,30.1139091345524,131.366473181164
"Tulare",2006,414921,19326,2312,21638,1126,1126,181,76,317,520.380811535262,520.380811535262,83.6491357796469,35.123394029023,146.501525094741
"Tulare",2007,422140,16107,2068,18175,1191,1191,188,82,328,655.295735900963,655.295735900963,103.43878954608,45.1169188445667,180.467675378267
"Tulare",2008,429283,16890,2153,19043,1191,1191,213,83,340,625.426665966497,625.426665966497,111.852124140104,43.5855695006039,178.543296749462
"Tulare",2009,436987,15681,2098,17779,1171,1171,196,83,351,658.642218347489,658.642218347489,110.242420833568,46.6842904550312,197.423927105012
"Tulare",2010,442179,15757,1975,17732,1165,1165,189,72,351,657.004286036544,657.004286036544,106.586961425671,40.604556733589,197.947214076246
"Tulare",2011,447358,15248,1808,17056,1149,1149,180,71,351,673.663227016886,673.663227016886,105.534709193246,41.6275797373358,205.792682926829
"Tulare",2012,450779,15393,1985,17378,1180,1180,171,77,372,679.019449879158,679.019449879158,98.4002762113016,44.3088963056738,214.063758775463
"Tulare",2013,453663,14290,2011,16301,1250,1250,174,81,392,766.824121219557,766.824121219557,106.741917673762,49.6902030550273,240.476044414453
"Tulare",2014,456452,11398,1812,13210,1275,1275,191,81,395,965.177895533687,965.177895533687,144.587433762301,61.3171839515519,299.015897047691
"Tulare",2015,458601,11783,1640,13423,1288,1288,188,86,398,959.547046114878,959.547046114878,140.058109215526,64.0691350666766,296.505997169038
"Tulare",2016,460835,11563,1473,13036,1258,1258,188,87,399,965.019944768334,965.019944768334,144.216017183185,66.738263270942,306.075483277079
"Tulare",2017,464493,11722,1483,13205,1263,1263,188,88,410,956.455887921242,956.455887921242,142.370314274896,66.6414237031427,310.488451344188
"Tuolumne",2003,56513,1981,212,2193,156,156,23,7,31,711.354309165527,711.354309165527,104.879160966712,31.9197446420429,141.358869129047
"Tuolumne",2004,56602,2191,179,2370,158,158,21,7,26,666.666666666667,666.666666666667,88.6075949367089,29.535864978903,109.704641350211
"Tuolumne",2005,56788,1654,131,1785,150,150,22,7,31,840.336134453782,840.336134453782,123.249299719888,39.2156862745098,173.669467787115
"Tuolumne",2006,56680,1358,127,1485,150,150,22,7,33,1010.10101010101,1010.10101010101,148.148148148148,47.1380471380471,222.222222222222
"Tuolumne",2007,56339,1429,109,1538,149,149,24,7,31,968.790637191157,968.790637191157,156.046814044213,45.5136540962289,201.560468140442
"Tuolumne",2008,56320,1503,111,1614,149,149,24,7,29,923.172242874845,923.172242874845,148.698884758364,43.3705080545229,179.677819083024
"Tuolumne",2009,55845,1300,133,1433,143,143,20,7,29,997.906489881368,997.906489881368,139.567341242149,48.8485694347523,202.372644801117
"Tuolumne",2010,55365,1216,98,1314,145,145,20,7,27,1103.50076103501,1103.50076103501,152.20700152207,53.2724505327245,205.479452054795
"Tuolumne",2011,54832,1258,89,1347,143,143,19,7,29,1061.61841128434,1061.61841128434,141.05419450631,51.9673348181143,215.293244246474
"Tuolumne",2012,54237,1190,90,1280,135,135,17,6,27,1054.6875,1054.6875,132.8125,46.875,210.9375
"Tuolumne",2013,54018,1227,95,1322,145,145,17,6,34,1096.82299546142,1096.82299546142,128.593040847201,45.3857791225416,257.186081694402
"Tuolumne",2014,53852,1157,121,1278,145,145,18,6,31,1134.58528951487,1134.58528951487,140.845070422535,46.9483568075117,242.566510172144
"Tuolumne",2015,53589,1280,173,1453,148,148,18,6,30,1018.58224363386,1018.58224363386,123.88162422574,41.2938747419133,206.469373709566
"Tuolumne",2016,53787,1272,133,1405,143,143,18,6,30,1017.79359430605,1017.79359430605,128.113879003559,42.7046263345196,213.523131672598
"Tuolumne",2017,54248,1124,158,1282,149,149,22,7,45,1162.24648985959,1162.24648985959,171.606864274571,54.6021840873635,351.014040561622
"Ventura",2003,788070,16369,1900,18269,2141,2141,282,80,568,1171.93059280749,1171.93059280749,154.359844545405,43.7900268213914,310.909190431879
"Ventura",2004,793994,17526,1797,19323,1954,1954,244,76,423,1011.23014024737,1011.23014024737,126.274388034984,39.3313667649951,218.910107126223
"Ventura",2005,794197,16727,1937,18664,1903,1903,234,76,445,1019.60994427775,1019.60994427775,125.375053579083,40.7201028718388,238.426918131162
"Ventura",2006,798183,16630,2096,18726,2031,2031,233,78,438,1084.58827298943,1084.58827298943,124.425931859447,41.6533162447933,233.899391220763
