"county","year","total.pop","property.sum","violent.nr.sum","totalcrime.sum","st.le.sum","cnty.le.sum","prosecution.sum","publicdefense.sum","probationdept.sum","st.le.sum_per.crime","cnty.le.sum_per.crime","prosecution.sum_per.crime","publicdefense.sum_per.crime","probationdept.sum_per.crime"
"Inyo",2016,18034,334,106,440,87,87,11,0,32,1977.27272727273,1977.27272727273,250,0,727.272727272727
"Inyo",2017,18026,514,112,626,80,80,10,0,22,1277.9552715655,1277.9552715655,159.744408945687,0,351.437699680511
"Kern",2003,714272,29383,3539,32922,1704,1704,179,81,480,517.587023874613,517.587023874613,54.3709373671101,24.603608529251,145.79916165482
"Kern",2004,736296,31782,4204,35986,1685,1685,169,81,537,468.237647974212,468.237647974212,46.9627077196688,22.5087534041016,149.224698493859
"Kern",2005,760726,33979,3694,37673,1735,1735,160,81,542,460.542032755554,460.542032755554,42.4707350091578,21.5008095983861,143.869614843522
"Kern",2006,784511,33464,3988,37452,1813,1813,161,81,569,484.086297126989,484.086297126989,42.9883584321265,21.6276834347965,151.927800918509
"Kern",2007,803281,32033,4409,36442,1827,1827,178,89,485,501.344602381867,501.344602381867,48.8447395861918,24.4223697930959,133.088194939904
"Kern",2008,818327,31907,4398,36305,1940,1940,198,101,627,534.361658173805,534.361658173805,54.5379424321719,27.8198595234816,172.703484368544
"Kern",2009,830137,31445,4687,36132,1879,1879,192,92,561,520.037639765305,520.037639765305,53.138492195284,25.4621941769069,155.264031883095
"Kern",2010,839631,30550,4715,35265,1849,1849,186,84,525,524.315893945839,524.315893945839,52.7435133985538,23.8196512122501,148.872820076563
"Kern",2011,848767,30071,4263,34334,1903,1903,181,84,521,554.261082309081,554.261082309081,52.7174229626609,24.465544358362,151.744626317936
"Kern",2012,855237,34761,4802,39563,1891,1891,182,83,560,477.971842377979,477.971842377979,46.0025781664687,20.9791977352577,141.546394358365
"Kern",2013,864014,33382,4798,38180,2011,2011,183,87,609,526.715557883709,526.715557883709,47.9308538501833,22.7867993713986,159.50759559979
"Kern",2014,871895,28283,4284,32567,2070,2070,201,95,617,635.61273681948,635.61273681948,61.7189179230509,29.1706328492032,189.455583873246
"Kern",2015,879607,30342,4624,34966,2085,2085,208,92,626,596.293542298233,596.293542298233,59.4863581765143,26.3112738088429,179.031058742779
"Kern",2016,885086,32570,4821,37391,1982,1982,214,98,597,530.074081998342,530.074081998342,57.2330239897301,26.2095156588484,159.664090289107
"Kern",2017,893119,28933,4682,33615,1972,1972,214,82,551,586.642867767366,586.642867767366,63.6620556299271,24.39387178343,163.914918934999
"Kings",2003,139393,3483,399,3882,315,315,47,NA,127,811.437403400309,811.437403400309,121.07161257084,NA,327.15095311695
"Kings",2004,143601,3870,418,4288,318,318,47,NA,126,741.60447761194,741.60447761194,109.608208955224,NA,293.84328358209
"Kings",2005,145147,3976,503,4479,322,322,47,NA,126,718.910471087296,718.910471087296,104.934137084171,NA,281.312793034159
"Kings",2006,147712,3623,504,4127,343,343,41,NA,122,831.112188030046,831.112188030046,99.3457717470317,NA,295.614247637509
"Kings",2007,150420,3439,412,3851,351,351,47,NA,122,911.451571020514,911.451571020514,122.046221760582,NA,316.800830952999
"Kings",2008,152027,3636,587,4223,367,367,51,NA,120,869.050438077196,869.050438077196,120.767227089747,NA,284.158181387639
"Kings",2009,152278,2496,530,3026,363,363,48,NA,120,1199.60343688037,1199.60343688037,158.62524785195,NA,396.563119629874
"Kings",2010,152982,2956,504,3460,353,353,48,NA,119,1020.23121387283,1020.23121387283,138.728323699422,NA,343.93063583815
"Kings",2011,152030,3436,512,3948,366,366,48,NA,109,927.051671732523,927.051671732523,121.580547112462,NA,276.089159067882
"Kings",2012,151265,3440,712,4152,386,386,47,NA,116,929.672447013487,929.672447013487,113.198458574181,NA,279.383429672447
"Kings",2013,150675,3723,690,4413,413,413,54,0,116,935.871289372309,935.871289372309,122.365737593474,0,262.859732608203
"Kings",2014,149862,3475,631,4106,428,428,60,0,115,1042.37700925475,1042.37700925475,146.127618119825,0,280.077934729664
"Kings",2015,150482,3901,632,4533,421,421,57,0,118,928.744760644165,928.744760644165,125.744540039709,0,260.313258327818
"Kings",2016,149797,3167,567,3734,432,432,57,0,115,1156.9362613819,1156.9362613819,152.651312265667,0,307.980717728977
"Kings",2017,150101,2935,666,3601,448,448,63,0,113,1244.09886142738,1244.09886142738,174.951402388225,0,313.80172174396
"Lake",2003,62496,2071,322,2393,198,198,27,NA,41,827.41328875888,827.41328875888,112.829084830756,NA,171.333054743
"Lake",2004,63116,1940,283,2223,199,199,25,NA,41,895.186684660369,895.186684660369,112.460638776428,NA,184.435447593342
"Lake",2005,63811,1665,240,1905,193,193,29,NA,45,1013.12335958005,1013.12335958005,152.230971128609,NA,236.220472440945
"Lake",2006,64202,1555,313,1868,186,186,27,NA,45,995.717344753747,995.717344753747,144.539614561028,NA,240.899357601713
"Lake",2007,64077,1678,209,1887,196,196,32,NA,48,1038.6857445681,1038.6857445681,169.581346051934,NA,254.372019077901
"Lake",2008,64392,1771,270,2041,199,199,34,NA,51,975.012248897599,975.012248897599,166.585007349339,NA,249.877511024008
"Lake",2009,64413,1741,235,1976,203,203,36,NA,44,1027.32793522267,1027.32793522267,182.186234817814,NA,222.672064777328
"Lake",2010,64665,1860,263,2123,193,193,35,NA,51,909.090909090909,909.090909090909,164.861045690061,NA,240.226095148375
"Lake",2011,64273,1736,297,2033,178,178,33,NA,42,875.553369404821,875.553369404821,162.321692080669,NA,206.591244466306
"Lake",2012,64005,1925,343,2268,177,177,29,NA,46,780.42328042328,780.42328042328,127.865961199295,NA,202.821869488536
"Lake",2013,63855,1833,325,2158,186,186,30,0,45,861.909175162187,861.909175162187,139.017608897127,0,208.52641334569
"Lake",2014,64113,1832,271,2103,172,172,31,0,45,817.879220161674,817.879220161674,147.408464098906,0,213.98002853067
"Lake",2015,64310,1887,321,2208,173,173,31,0,52,783.514492753623,783.514492753623,140.398550724638,0,235.507246376812
"Lake",2016,63950,1746,340,2086,176,176,31,0,38,843.720038350911,843.720038350911,148.609779482263,0,182.166826462128
"Lake",2017,64246,1628,350,1978,167,167,27,0,39,844.287158746208,844.287158746208,136.501516683519,0,197.168857431749
"Lassen",2003,33930,535,76,611,118,118,8,5,31,1931.26022913257,1931.26022913257,130.932896890344,81.8330605564648,507.364975450082
"Lassen",2004,34458,530,92,622,107,107,9,5,30,1720.25723472669,1720.25723472669,144.694533762058,80.3858520900321,482.315112540193
"Lassen",2005,34488,462,90,552,107,107,9,5,26,1938.40579710145,1938.40579710145,163.04347826087,90.5797101449275,471.014492753623
"Lassen",2006,34605,506,79,585,110,110,12,5,30,1880.34188034188,1880.34188034188,205.128205128205,85.4700854700855,512.820512820513
"Lassen",2007,35615,526,91,617,109,109,11,7,34,1766.61264181524,1766.61264181524,178.282009724473,113.452188006483,551.053484602917
"Lassen",2008,35221,449,108,557,112,112,11,6,29,2010.77199281867,2010.77199281867,197.486535008977,107.719928186715,520.64631956912
"Lassen",2009,35160,355,90,445,110,110,11,5,34,2471.91011235955,2471.91011235955,247.191011235955,112.359550561798,764.044943820225
"Lassen",2010,34895,507,110,617,112,112,11,5,33,1815.23500810373,1815.23500810373,178.282009724473,81.0372771474878,534.84602917342
"Lassen",2011,34244,478,111,589,79,79,11,5,33,1341.25636672326,1341.25636672326,186.757215619694,84.8896434634974,560.271646859083
"Lassen",2012,33632,531,124,655,85,85,11,5,35,1297.70992366412,1297.70992366412,167.93893129771,76.3358778625954,534.351145038168
"Lassen",2013,32135,576,117,693,90,90,11,5,35,1298.7012987013,1298.7012987013,158.730158730159,72.1500721500721,505.050505050505
"Lassen",2014,31716,521,134,655,100,100,11,5,31,1526.71755725191,1526.71755725191,167.93893129771,76.3358778625954,473.282442748092
"Lassen",2015,31393,591,210,801,99,99,10,5,29,1235.95505617978,1235.95505617978,124.843945068664,62.4219725343321,362.047440699126
"Lassen",2016,30944,513,212,725,100,100,11,5,30,1379.31034482759,1379.31034482759,151.724137931034,68.9655172413793,413.793103448276
"Lassen",2017,31163,598,255,853,102,102,12,5,33,1195.7796014068,1195.7796014068,140.679953106682,58.6166471277843,386.869871043376
"Los Angeles",2003,9767145,307294,82084,389378,34538,34538,1979,1007,5137,887.004401892249,887.004401892249,50.8246485420337,25.8617590105245,131.928357534324
"Los Angeles",2004,9793263,297521,74169,371690,33419,33419,1919,981,4948,899.109472947887,899.109472947887,51.6290457101348,26.3929618768328,133.121687427695
"Los Angeles",2005,9786373,286163,63966,350129,33790,33790,1960,987,4964,965.072873141042,965.072873141042,55.9793676045115,28.189610115129,141.776316728977
"Los Angeles",2006,9737955,269335,62705,332040,34507,34507,2032,990,5357,1039.24225996868,1039.24225996868,61.1974460908324,29.8156848572461,161.335983616432
"Los Angeles",2007,9700359,266123,61112,327235,36100,36100,2101,1040,5361,1103.18272800892,1103.18272800892,64.2046235885526,31.7814414717252,163.827218971076
"Los Angeles",2008,9735147,259682,57615,317297,37068,37068,2128,1089,5801,1168.24300261269,1168.24300261269,67.0665023621402,34.3211565189712,182.825554606567
"Los Angeles",2009,9787400,241857,52633,294490,37302,37302,2187,1129,6733,1266.66440286597,1266.66440286597,74.2639817990424,38.3374647696017,228.632551190193
"Los Angeles",2010,9818605,233131,48153,281284,36940,36940,2134,1110,5850,1313.26346326133,1313.26346326133,75.8663841526713,39.4618961618862,207.974858150481
"Los Angeles",2011,9885998,228174,44212,272386,36452,36452,2039,1081,5618,1338.24792757337,1338.24792757337,74.8570043981702,39.6863274911339,206.251422613497
"Los Angeles",2012,9956152,232266,42580,274846,36570,36570,2022,1077,5477,1330.56329726465,1330.56329726465,73.5684710710725,39.185580288598,199.275230492712
"Los Angeles",2013,10018604,228419,38632,267051,36057,36057,1969,1031,5386,1350.19153644809,1350.19153644809,73.7312348577613,38.6068578661005,201.68432247024
"Los Angeles",2014,10072695,217493,40501,257994,36241,36241,2021,1034,5330,1404.72259044784,1404.72259044784,78.3351550811259,40.0784514368551,206.593951797329
"Los Angeles",2015,10123248,240050,46553,286603,35919,35919,2046,1040,5465,1253.26671388646,1253.26671388646,71.3879477884042,36.2871288856013,190.681883999819
"Los Angeles",2016,10150558,252224,52198,304422,36253,36253,2040,1040,5466,1190.87976558856,1190.87976558856,67.012239588466,34.1631025352964,179.553383132625
"Los Angeles",2017,10163507,248714,55622,304336,35442,35442,2120,1040,5513,1164.56810893223,1164.56810893223,69.6598496398717,34.1727564271069,181.148467483308
"Madera",2003,132738,4158,814,4972,203,203,33,NA,117,408.286403861625,408.286403861625,66.3716814159292,NA,235.317779565567
"Madera",2004,137106,3946,688,4634,189,189,29,NA,104,407.85498489426,407.85498489426,62.5809236081139,NA,224.428139835995
"Madera",2005,140313,4116,687,4803,200,200,30,NA,107,416.406412658755,416.406412658755,62.4609618988132,NA,222.777430772434
"Madera",2006,143622,3478,722,4200,208,208,32,NA,105,495.238095238095,495.238095238095,76.1904761904762,NA,250
"Madera",2007,146067,3184,715,3899,215,215,38,NA,119,551.423441908182,551.423441908182,97.4608874070274,NA,305.206463195691
"Madera",2008,148359,3257,707,3964,218,218,38,NA,120,549.949545913219,549.949545913219,95.8627648839556,NA,302.724520686176
"Madera",2009,149234,3170,649,3819,215,215,35,NA,125,562.974600680806,562.974600680806,91.6470280178057,NA,327.310814349306
"Madera",2010,150865,3317,605,3922,204,204,32,NA,99,520.142784293728,520.142784293728,81.5910249872514,NA,252.422233554309
"Madera",2011,151876,3805,772,4577,202,202,34,NA,90,441.337120384531,441.337120384531,74.2844658072974,NA,196.635350666375
"Madera",2012,151900,4017,899,4916,200,200,32,NA,93,406.834825061025,406.834825061025,65.093572009764,NA,189.178193653377
"Madera",2013,151819,3934,958,4892,201,201,32,0,104,410.874897792314,410.874897792314,65.4129190515127,0,212.591986917416
"Madera",2014,154103,3380,850,4230,202,202,30,0,104,477.541371158392,477.541371158392,70.9219858156028,0,245.862884160757
"Madera",2015,154423,3703,820,4523,201,201,34,0,191,444.395312845457,444.395312845457,75.1713464514703,0,422.286093300906
"Madera",2016,154966,3705,973,4678,209,209,37,0,113,446.772124839675,446.772124839675,79.0936297563061,0,241.556220607097
"Madera",2017,156890,3484,835,4319,216,216,37,0,115,500.115767538782,500.115767538782,85.6679786987729,0,266.265339198889
"Marin",2003,245054,6340,508,6848,671,671,95,45,104,979.848130841121,979.848130841121,138.726635514019,65.7126168224299,151.869158878505
"Marin",2004,243769,6129,451,6580,656,656,89,44,108,996.960486322188,996.960486322188,135.258358662614,66.8693009118541,164.133738601824
"Marin",2005,244206,6164,456,6620,658,658,95,46,103,993.957703927492,993.957703927492,143.504531722054,69.4864048338369,155.589123867069
"Marin",2006,244580,5950,592,6542,643,643,92,46,116,982.879853255885,982.879853255885,140.629776826659,70.3148884133293,177.315805564048
"Marin",2007,246248,5410,606,6016,673,673,91,46,108,1118.6835106383,1118.6835106383,151.26329787234,76.4627659574468,179.521276595745
"Marin",2008,248398,5137,506,5643,676,676,84,48,100,1197.94435583909,1197.94435583909,148.856990962254,85.0611376927166,177.210703526493
"Marin",2009,250862,5421,486,5907,658,658,82,43,92,1113.93262231251,1113.93262231251,138.818351108854,72.7949889961063,155.747418317251
"Marin",2010,252409,5191,473,5664,625,625,85,40,94,1103.4604519774,1103.4604519774,150.070621468927,70.6214689265537,165.960451977401
"Marin",2011,255505,4677,493,5170,601,601,86,38,92,1162.47582205029,1162.47582205029,166.344294003868,73.5009671179884,177.949709864603
"Marin",2012,256381,5091,460,5551,613,613,75,38,109,1104.30553053504,1104.30553053504,135.110790848496,68.4561340299045,196.361016033147
"Marin",2013,258856,5012,443,5455,613,613,78,37,105,1123.7396883593,1123.7396883593,142.988084326306,67.8276810265811,192.483959670028
"Marin",2014,261007,4565,414,4979,604,604,83,38,103,1213.09499899578,1213.09499899578,166.70014059048,76.3205462944366,206.868849166499
"Marin",2015,261718,5286,461,5747,611,611,81,36,106,1063.16338959457,1063.16338959457,140.943100748216,62.6413781103184,184.444057769271
"Marin",2016,261532,4975,423,5398,607,607,81,36,113,1124.49055205632,1124.49055205632,150.055576139311,66.691367173027,209.336791404224
"Marin",2017,260955,5006,417,5423,611,611,79,37,108,1126.68264798082,1126.68264798082,145.67582518901,68.2279181264983,199.151761017887
"Mariposa",2003,17707,419,79,498,59,59,8,NA,11,1184.73895582329,1184.73895582329,160.642570281124,NA,220.883534136546
"Mariposa",2004,17844,408,75,483,62,62,8,NA,11,1283.64389233954,1283.64389233954,165.631469979296,NA,227.743271221532
"Mariposa",2005,17972,399,72,471,68,68,8,NA,12,1443.73673036093,1443.73673036093,169.851380042463,NA,254.777070063694
"Mariposa",2006,18219,348,43,391,71,71,8,NA,13,1815.85677749361,1815.85677749361,204.60358056266,NA,332.480818414322
"Mariposa",2007,18366,330,25,355,75,75,8,NA,15,2112.67605633803,2112.67605633803,225.352112676056,NA,422.535211267606
"Mariposa",2008,18412,282,40,322,69,69,10,NA,15,2142.85714285714,2142.85714285714,310.55900621118,NA,465.83850931677
"Mariposa",2009,18212,295,45,340,70,70,10,NA,16,2058.82352941176,2058.82352941176,294.117647058824,NA,470.588235294118
"Mariposa",2010,18251,313,32,345,69,69,10,NA,16,2000,2000,289.855072463768,NA,463.768115942029
"Mariposa",2011,18174,365,50,415,69,69,10,NA,18,1662.65060240964,1662.65060240964,240.963855421687,NA,433.734939759036
"Mariposa",2012,17893,337,69,406,69,69,10,NA,18,1699.50738916256,1699.50738916256,246.305418719212,NA,443.349753694581
"Mariposa",2013,17820,306,78,384,65,65,10,0,15,1692.70833333333,1692.70833333333,260.416666666667,0,390.625
"Mariposa",2014,17730,276,65,341,72,72,10,0,15,2111.43695014663,2111.43695014663,293.255131964809,0,439.882697947214
"Mariposa",2015,17649,283,81,364,72,72,10,0,17,1978.02197802198,1978.02197802198,274.725274725275,0,467.032967032967
"Mariposa",2016,17524,241,68,309,71,71,10,0,17,2297.73462783171,2297.73462783171,323.624595469256,0,550.161812297735
"Mariposa",2017,17569,290,99,389,75,75,12,0,16,1928.0205655527,1928.0205655527,308.483290488432,0,411.311053984576
"Mendocino",2003,88140,2364,448,2812,248,248,51,21,91,881.934566145093,881.934566145093,181.365576102418,74.6799431009957,323.613086770982
"Mendocino",2004,88030,1924,444,2368,238,238,52,21,80,1005.06756756757,1005.06756756757,219.594594594595,88.6824324324324,337.837837837838
"Mendocino",2005,87981,1890,438,2328,229,229,52,19,80,983.676975945017,983.676975945017,223.367697594502,81.6151202749141,343.642611683849
"Mendocino",2006,87345,1768,438,2206,248,248,52,21,82,1124.20670897552,1124.20670897552,235.720761559384,95.1949229374433,371.713508612874
"Mendocino",2007,87071,1691,507,2198,242,242,52,27,82,1101.00090991811,1101.00090991811,236.578707916288,122.838944494995,373.066424021838
"Mendocino",2008,87468,1580,518,2098,252,252,51,27,84,1201.14394661582,1201.14394661582,243.088655862726,128.693994280267,400.381315538608
"Mendocino",2009,87722,1360,489,1849,251,251,53,26,77,1357.49053542455,1357.49053542455,286.64142779881,140.616549486209,416.441319632234
"Mendocino",2010,87841,1518,445,1963,236,236,52,26,70,1202.24146714213,1202.24146714213,264.900662251656,132.450331125828,356.597045338767
"Mendocino",2011,87367,1515,464,1979,215,215,52,26,67,1086.40727640222,1086.40727640222,262.758969176352,131.379484588176,338.55482566953
"Mendocino",2012,87376,1734,331,2065,232,232,51,24,72,1123.48668280872,1123.48668280872,246.973365617433,116.222760290557,348.668280871671
"Mendocino",2013,87164,1851,441,2292,237,237,51,24,72,1034.03141361257,1034.03141361257,222.513089005236,104.712041884817,314.13612565445
"Mendocino",2014,87375,1546,488,2034,255,255,51,24,67,1253.68731563422,1253.68731563422,250.737463126844,117.994100294985,329.400196656834
"Mendocino",2015,87318,1449,497,1946,247,247,51,27,68,1269.27029804728,1269.27029804728,262.07605344296,138.746145940391,349.434737923946
"Mendocino",2016,87609,1444,542,1986,251,251,51,23,69,1263.8469284995,1263.8469284995,256.797583081571,115.810674723061,347.432024169184
"Mendocino",2017,88018,1274,429,1703,275,275,52,21,68,1614.79741632413,1614.79741632413,305.343511450382,123.311802701116,399.295361127422
"Merced",2003,231735,9930,1527,11457,488,488,75,17,108,425.94047307323,425.94047307323,65.4621628698612,14.8380902505019,94.2655145326002
"Merced",2004,237180,10459,1529,11988,480,480,76,15,144,400.4004004004,400.4004004004,63.3967300633967,12.5125125125125,120.12012012012
"Merced",2005,242554,9451,1414,10865,499,499,73,16,147,459.272894615739,459.272894615739,67.1882190520018,14.726184997699,135.29682466636
"Merced",2006,245338,9006,1535,10541,540,540,75,18,150,512.285361920121,512.285361920121,71.150744711128,17.0761787306707,142.301489422256
"Merced",2007,248540,9306,1384,10690,580,580,74,18,157,542.563143124415,542.563143124415,69.2235734331151,16.8381665107577,146.866230121609
"Merced",2008,250538,9023,1471,10494,577,577,82,21,163,549.838002668191,549.838002668191,78.1398894606442,20.0114351057747,155.326853440061
"Merced",2009,252302,8310,1580,9890,555,555,83,21,163,561.172901921133,561.172901921133,83.9231547017189,21.2335692618807,164.812942366026
"Merced",2010,255793,8244,1376,9620,550,550,78,20,156,571.725571725572,571.725571725572,81.0810810810811,20.7900207900208,162.162162162162
"Merced",2011,259607,9132,1348,10480,516,516,71,20,153,492.36641221374,492.36641221374,67.7480916030534,19.0839694656489,145.992366412214
"Merced",2012,261407,10091,1779,11870,490,490,67,15,144,412.805391743892,412.805391743892,56.4448188711036,12.636899747262,121.314237573715
"Merced",2013,262712,8096,1477,9573,500,500,67,19,142,522.302308576204,522.302308576204,69.9885093492113,19.8474877258957,148.333855635642
"Merced",2014,265281,7126,1442,8568,506,506,68,16,148,590.569561157796,590.569561157796,79.3650793650794,18.6741363211951,172.735760971055
"Merced",2015,267406,7928,1588,9516,488,488,63,17,136,512.820512820513,512.820512820513,66.2042875157629,17.86464901219,142.91719209752
"Merced",2016,268878,7658,1409,9067,510,510,65,17,156,562.479320613213,562.479320613213,71.6885408624683,18.7493106871071,172.052498069924
"Merced",2017,272673,7148,1493,8641,534,534,79,19,145,617.984029626201,617.984029626201,91.4246036338387,21.9881958106701,167.804652239324
"Modoc",2003,9501,173,22,195,37,37,5,NA,6,1897.4358974359,1897.4358974359,256.410256410256,NA,307.692307692308
"Modoc",2004,9605,147,13,160,36,36,5,NA,5,2250,2250,312.5,NA,312.5
"Modoc",2005,9565,118,14,132,33,33,5,NA,5,2500,2500,378.787878787879,NA,378.787878787879
"Modoc",2006,9617,194,41,235,32,32,5,NA,6,1361.70212765957,1361.70212765957,212.765957446808,NA,255.31914893617
"Modoc",2007,9525,202,22,224,33,33,7,NA,6,1473.21428571429,1473.21428571429,312.5,NA,267.857142857143
"Modoc",2008,9551,165,37,202,36,36,8,NA,6,1782.17821782178,1782.17821782178,396.039603960396,NA,297.029702970297
"Modoc",2009,9646,120,9,129,32,32,6,NA,5,2480.62015503876,2480.62015503876,465.116279069767,NA,387.596899224806
"Modoc",2010,9686,127,11,138,34,34,6,NA,5,2463.76811594203,2463.76811594203,434.782608695652,NA,362.31884057971
"Modoc",2011,9515,149,32,181,29,29,4,NA,5,1602.20994475138,1602.20994475138,220.994475138122,NA,276.243093922652
"Modoc",2012,9359,152,57,209,31,31,8,NA,5,1483.25358851675,1483.25358851675,382.775119617225,NA,239.234449760766
"Modoc",2013,9154,168,57,225,35,35,3,0,5,1555.55555555556,1555.55555555556,133.333333333333,0,222.222222222222
"Modoc",2014,9083,166,46,212,30,30,5,0,4,1415.09433962264,1415.09433962264,235.849056603774,0,188.679245283019
"Modoc",2015,9050,122,55,177,29,29,5,0,4,1638.41807909605,1638.41807909605,282.485875706215,0,225.988700564972
"Modoc",2016,8941,163,33,196,35,35,5,0,5,1785.71428571429,1785.71428571429,255.102040816327,0,255.102040816327
"Modoc",2017,8859,179,56,235,36,36,4,0,5,1531.91489361702,1531.91489361702,170.212765957447,0,212.765957446808
"Mono",2003,13352,553,36,589,66,66,7,NA,6,1120.54329371817,1120.54329371817,118.845500848896,NA,101.867572156197
"Mono",2004,13360,573,36,609,67,67,7,NA,6,1100.16420361248,1100.16420361248,114.942528735632,NA,98.5221674876847
"Mono",2005,13474,427,50,477,68,68,7,NA,7,1425.57651991614,1425.57651991614,146.750524109015,NA,146.750524109015
"Mono",2006,13743,404,32,436,69,69,8,NA,7,1582.56880733945,1582.56880733945,183.48623853211,NA,160.550458715596
"Mono",2007,13678,335,45,380,69,69,8,NA,8,1815.78947368421,1815.78947368421,210.526315789474,NA,210.526315789474
"Mono",2008,13862,399,44,443,70,70,9,NA,8,1580.13544018059,1580.13544018059,203.160270880361,NA,180.58690744921
"Mono",2009,14008,408,46,454,72,72,9,NA,8,1585.90308370044,1585.90308370044,198.237885462555,NA,176.211453744493
"Mono",2010,14202,303,48,351,72,72,9,NA,8,2051.28205128205,2051.28205128205,256.410256410256,NA,227.920227920228
"Mono",2011,14329,311,43,354,70,70,8,NA,8,1977.4011299435,1977.4011299435,225.988700564972,NA,225.988700564972
"Mono",2012,14248,258,40,298,70,70,8,NA,8,2348.9932885906,2348.9932885906,268.456375838926,NA,268.456375838926
"Mono",2013,13997,221,29,250,71,71,8,0,9,2840,2840,320,0,360
"Mono",2014,14072,184,34,218,63,63,8,0,9,2889.90825688073,2889.90825688073,366.97247706422,0,412.844036697248
"Mono",2015,13954,185,26,211,54,54,8,0,10,2559.24170616114,2559.24170616114,379.14691943128,0,473.933649289099
"Mono",2016,14101,162,30,192,51,51,7,0,10,2656.25,2656.25,364.583333333333,0,520.833333333333
"Mono",2017,14168,211,37,248,53,53,8,0,10,2137.09677419355,2137.09677419355,322.58064516129,0,403.225806451613
"Monterey",2003,409725,14526,1923,16449,953,953,128,44,248,579.366526840537,579.366526840537,77.816280624962,26.7493464648307,150.769043710864
"Monterey",2004,408731,14143,1968,16111,927,927,123,40,242,575.383278505369,575.383278505369,76.3453541058904,24.8277574328099,150.2079324685
"Monterey",2005,405139,14618,1740,16358,971,971,123,44,256,593.593348820149,593.593348820149,75.192566328402,26.8981538085341,156.498349431471
"Monterey",2006,401831,13118,1898,15016,948,948,124,43,290,631.326584976026,631.326584976026,82.5785828449654,28.6361214704315,193.127330847096
"Monterey",2007,402376,14427,2068,16495,1002,1002,125,48,283,607.456805092452,607.456805092452,75.7805395574416,29.0997271900576,171.567141558048
"Monterey",2008,406022,11491,1874,13365,1027,1027,128,48,306,768.424990647213,768.424990647213,95.7725402169847,35.9147025813692,228.956228956229
"Monterey",2009,410263,11204,1993,13197,998,998,128,58,304,756.232477078124,756.232477078124,96.991740547094,43.949382435402,230.355383799348
"Monterey",2010,415057,10405,1955,12360,944,944,128,55,280,763.754045307443,763.754045307443,103.559870550162,44.4983818770227,226.537216828479
"Monterey",2011,421162,9893,1857,11750,883,883,125,55,286,751.489361702128,751.489361702128,106.382978723404,46.8085106382979,243.404255319149
"Monterey",2012,426094,10298,1772,12070,891,891,125,52,277,738.193869096935,738.193869096935,103.562551781276,43.0820215410108,229.494614747307
"Monterey",2013,428382,10940,1712,12652,864,864,130,55,280,682.895984824534,682.895984824534,102.75055327221,43.471387922858,221.308883970914
"Monterey",2014,430416,10577,1708,12285,877,877,142,56,287,713.878713878714,713.878713878714,115.588115588116,45.5840455840456,233.618233618234
"Monterey",2015,432774,9535,1767,11302,879,879,143,56,272,777.738453371085,777.738453371085,126.526278534773,49.5487524331977,240.665368961246
"Monterey",2016,436363,10396,1660,12056,917,917,138,56,281,760.617120106171,760.617120106171,114.465826144658,46.449900464499,233.07896483079
"Monterey",2017,437907,10043,1634,11677,979,979,151,56,271,838.400274042991,838.400274042991,129.314036139419,47.9575233364734,232.08015757472
"Napa",2003,130138,3623,341,3964,364,364,46,22,87,918.264379414733,918.264379414733,116.044399596367,55.4994954591322,219.475277497477
"Napa",2004,130387,3722,401,4123,436,436,49,22,97,1057.48241571671,1057.48241571671,118.845500848896,53.3592044627698,235.265583313122
"Napa",2005,130381,3272,441,3713,361,361,49,22,93,972.259628332885,972.259628332885,131.968758416375,59.2512792889846,250.471316994344
"Napa",2006,131440,3233,427,3660,360,360,45,24,99,983.606557377049,983.606557377049,122.950819672131,65.5737704918033,270.491803278689
"Napa",2007,132583,3723,431,4154,368,368,45,23,100,885.893115069812,885.893115069812,108.329321136254,55.3683196918633,240.731824747232
"Napa",2008,134093,3253,793,4046,382,382,48,23,100,944.142362827484,944.142362827484,118.635689569946,56.8462679189323,247.157686604053
"Napa",2009,135280,3116,546,3662,366,366,48,23,109,999.453850354997,999.453850354997,131.075914800655,62.807209175314,297.651556526488
"Napa",2010,136484,2824,622,3446,366,366,52,21,107,1062.10098665119,1062.10098665119,150.899593731863,60.9402205455601,310.504933255949
"Napa",2011,137905,2799,418,3217,378,378,53,23,105,1175.00777121542,1175.00777121542,164.749766863537,71.4951818464408,326.391047559838
"Napa",2012,138876,2863,455,3318,385,385,54,23,116,1160.33755274262,1160.33755274262,162.748643761302,69.3188667872212,349.608197709464
"Napa",2013,139978,2574,380,2954,389,389,54,22,116,1316.85849695328,1316.85849695328,182.80297901151,74.4752877454299,392.68788083954
"Napa",2014,140918,2385,489,2874,409,409,54,23,115,1423.10368823939,1423.10368823939,187.891440501044,80.0278357689631,400.139178844816
"Napa",2015,141507,2586,525,3111,389,389,50,23,107,1250.40180006429,1250.40180006429,160.720025715204,73.9312118289939,343.940855030537
"Napa",2016,141649,2524,536,3060,406,406,56,23,114,1326.79738562092,1326.79738562092,183.006535947712,75.1633986928105,372.549019607843
"Napa",2017,140973,2225,537,2762,412,412,58,23,120,1491.67270094135,1491.67270094135,209.992758870384,83.2729905865315,434.467776973208
"Nevada",2003,95606,2059,234,2293,267,267,26,12,63,1164.41343218491,1164.41343218491,113.388573920628,52.3331879633668,274.749236807676
